,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,2023,218,3013,482,6.3,9,4,182,154,225,1945,12,5,8.1,98,243,1068,14,4.4,66,55,475,18,87,43.7,10.3,Own 31.8,2:53,5.71,34.6,2.51,84,39,46.4,4,3,75.0,32,21,65.6
1,2022,450,6216,1047,5.9,17,8,347,338,512,3856,30,9,7.1,188,504,2360,20,4.7,132,94,730,27,186,41.4,9.1,Own 32.2,2:55,5.80,33.4,2.32,211,95,45.0%,17,7,41.2%,63,34,54.0%
2,2021,427,6387,1046,6.1,24,10,361,343,514,4221,26,14,7.7,200,499,2166,22,4.3,130,102,1066,31,182,41.2,11.5,Own 26.9,2:52,5.86,34.7,2.29,199,80,40.2%,20,10,50.0%,54,36,66.7%
3,2020,376,5922,1046,5.7,31,14,350,371,570,4033,25,17,6.6,217,437,1889,19,4.3,101,85,731,32,182,36.3,14.8,Own 27.4,2:46,5.89,32.6,2.05,197,77,39.1%,15,6,40.0%,55,37,67.3%
4,2019,479,6097,1012,6.0,23,10,336,331,478,3792,28,13,7.4,195,498,2305,23,4.6,110,105,939,31,183,44.3,12.0,Own 32.1,2:46,5.74,33.1,2.44,200,90,45.0%,12,7,58.3%,62,33,53.2%
5,2018,342,5769,1003,5.8,32,12,344,331,532,3867,26,20,6.7,201,423,1902,7,4.5,98,112,982,45,181,37.0,17.1,Own 26.2,2:39,5.72,31.8,1.86,193,73,37.8%,10,5,50.0%,51,21,41.2%
6,2017,331,5587,1058,5.3,23,8,321,362,607,3925,15,15,6.0,206,408,1662,15,4.1,88,123,988,27,184,37.5,12.0,Own 27.6,2:33,5.99,30.3,1.78,234,91,38.9,18,8,44.4,51,24,47.1
7,2016,309,4930,996,4.9,25,15,287,287,491,2911,21,10,5.4,152,458,2019,15,4.4,116,99,831,19,197,27.4,10.7,Own 27.2,2:11,5.18,25.0,1.55,222,78,35.1%,19,10,52.6%,44,30,68.2%
8,2015,238,4860,969,5.0,17,5,261,322,526,3316,16,12,5.7,154,390,1544,7,4.0,83,113,823,24,182,25.8,8.2,Own 23.7,2:21,5.47,26.6,1.28,213,65,30.5%,19,9,47.4%,39,17,43.6%
9,2014,306,5239,1009,5.2,22,12,303,292,487,3063,20,10,5.7,165,470,2176,10,4.6,104,116,937,34,178,30.9,11.8,Own 27.8,2:51,5.84,29.4,1.60,213,86,40.4%,18,10,55.6%,44,19,43.2%
10,2013,406,5180,961,5.4,18,10,286,244,417,2979,21,8,6.5,148,505,2201,18,4.4,115,103,845,23,188,37.8,9.0,Own 31.6,2:36,5.30,27.5,1.96,211,77,36.5%,11,7,63.6%,55,31,56.4%
11,2012,397,5789,969,6.0,16,8,322,289,436,3298,23,8,6.9,172,492,2491,17,5.1,128,109,960,22,178,39.3,7.9,Own 31.8,2:51,5.68,32.5,2.10,194,68,35.1%,12,8,66.7%,55,28,50.9%
12,2011,380,4974,993,5.0,10,5,282,277,451,2930,18,5,5.9,150,498,2044,14,4.1,101,113,1014,31,192,39.6,5.2,Own 33.5,2:41,5.44,25.9,1.85,221,65,29.4%,14,9,64.3%,54,22,40.7%
13,2010,305,5013,945,5.3,23,8,251,282,500,3356,19,15,6.2,149,401,1657,10,4.1,85,112,933,17,190,26.8,11.1,Own 28.5,2:25,5.12,26.2,1.42,213,68,31.9%,16,8,50.0%,42,20,47.6%
14,2009,330,4652,939,5.0,24,10,238,312,528,3052,23,14,5.4,137,371,1600,12,4.3,77,98,758,24,196,27.6,10.2,Own 29.1,2:26,4.91,23.8,1.54,218,65,29.8%,21,12,57.1%,39,23,59.0%
15,2008,339,4978,961,5.2,35,16,287,309,509,3379,21,19,6.0,176,397,1599,10,4.0,83,98,732,28,185,33.0,18.4,Own 29.2,2:33,5.37,26.7,1.68,198,75,37.9%,11,5,45.5%,52,27,51.9%
16,2007,219,3797,925,4.1,34,17,218,274,513,2320,15,17,4.1,140,357,1477,8,4.1,65,97,702,13,203,19.7,15.8,Own 32.3,2:08,4.65,18.6,1.04,220,69,31.4%,17,5,29.4%,29,15,51.7%
17,2006,298,4860,917,5.3,32,16,243,257,444,2688,16,16,5.6,132,438,2172,12,5.0,97,93,818,14,189,30.2,15.3,Own 30.0,2:27,5.04,25.7,1.50,209,72,34.4%,11,6,54.5%,48,20,41.7%
