Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
2008,49,ATL,NFL,16,11,5,0,.688,3.8,1.3,2.5,1,0,1,.000,2,7,2,
2009,50,ATL,NFL,16,9,7,0,.563,5.0,2.7,2.3,,,,,2,12,5,
2010,51,ATL,NFL,16,13,3,0,.813,6.1,3.8,2.2,1,0,1,.000,1,8,3,
2011,52,ATL,NFL,16,10,6,0,.625,3.5,1.8,1.7,1,0,1,.000,2,7,3,
2012,53,ATL,NFL,16,13,3,0,.813,6.4,2.0,4.5,2,1,1,.500,1,5,3,
2013,54,ATL,NFL,16,4,12,0,.250,-2.8,1.2,-3.9,,,,,3,3,2,
2014,55,ATL,NFL,16,6,10,0,.375,-3.8,0.6,-4.4,,,,,3,1,0,
