Year,Age,Level,Employer,Role
1981,22,College,Massachusetts,Graduate Assistant
1982,23,College,Massachusetts,Graduate Assistant
1983,24,College,Massachusetts,Graduate Assistant
1983,24,NFL,Washington Redskins,Player Personnel Intern
1984,25,College,Lafayette,Defensive Line/Special Teams
1985,26,College,Lafayette,Defensive Line/Special Teams
1986,27,College,Lafayette,Defensive Line/Special Teams
1987,28,College,Connecticut,Defensive Coordinator/Defensive Backs
1988,29,College,Connecticut,Defensive Coordinator/Defensive Backs
1989,30,College,Connecticut,Defensive Coordinator/Defensive Backs
1990,31,College,Connecticut,Defensive Coordinator/Defensive Backs
1991,32,College,Connecticut,Defensive Coordinator/Defensive Backs
1992,33,WLAF,Barcelona Dragons,Defensive Line/Special Teams
1993,34,College,Maine,Defensive Coordinator/Defensive Backs/Linebackers
1994,35,College,Maine/Rutgers,Defensive Coordinator/Defensive Backs/Linebackers
1995,36,College,Rutgers,Defensive Backs
1996,37,College,Bowling Green,Defensive Backs
1997,38,College,Bowling Green,Defensive Backs
1998,39,NFL Europe,Frankfurt Galaxy,Defensive Coordinator/Linebackers
1999,40,NFL,Philadelphia Eagles,Defensive Assistant/Quality Control
2000,41,NFL,Philadelphia Eagles,Defensive Assistant/Quality Control
2001,42,NFL,Philadelphia Eagles,Defensive Backs
2002,43,NFL,Philadelphia Eagles,Defensive Backs
2003,44,NFL,Philadelphia Eagles,Defensive Backs
2004,45,NFL,Philadelphia Eagles,Linebackers
2005,46,NFL,Philadelphia Eagles,Linebackers
2006,47,NFL,Philadelphia Eagles,Linebackers
2007,48,NFL,New York Giants,Defensive Coordinator
2008,49,NFL,New York Giants,Defensive Coordinator
2009,50,NFL,St. Louis Rams,Head Coach
2010,51,NFL,St. Louis Rams,Head Coach
2011,52,NFL,St. Louis Rams,Head Coach
2012,53,NFL,New Orleans Saints,Defensive Coordinator
2013,54,NFL,Baltimore Ravens,Sr. Defensive Asst.
2014,55,NFL,Baltimore Ravens,Secondary
2015,56,NFL,New York Giants,Defensive Coordinator
2016,57,NFL,New York Giants,Defensive Coordinator
2017,58,NFL,New York Giants,Defensive Coordinator
2017,58,NFL,New York Giants,Defensive Coordinator/Interim HC
2019,60,NFL,Kansas City Chiefs,Defensive Coordinator
2020,61,NFL,Kansas City Chiefs,Defensive Coordinator
2021,62,NFL,Kansas City Chiefs,Defensive Coordinator
2022,63,NFL,Kansas City Chiefs,Defensive Coordinator
2023,64,NFL,Kansas City Chiefs,Defensive Coordinator
2024,65,NFL,Kansas City Chiefs,Defensive Coordinator
2025,66,NFL,Kansas City Chiefs,Defensive Coordinator
