,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2009,50,St. Louis Rams,NFL,16,1,15,0,.063,-17.4,-11.7,-5.8,,,,,4,4,1,
1,2010,51,St. Louis Rams,NFL,16,7,9,0,.438,-6.7,-6.3,-0.4,,,,,2,8,4,
2,2011,52,St. Louis Rams,NFL,16,2,14,0,.125,-10.4,-8.4,-2.1,,,,,4,3,0,
3,2017,58,New York Giants,NFL,4,1,3,0,.250,-7.6,-6.4,-1.2,,,,,4,2,1,Started 12/04
