Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1970,49,BAL,NFL,14,11,2,1,.846,0.4,0.9,-0.5,3,3,0,1.000,1,Super Bowl Champions
1971,50,BAL,NFL,14,10,4,0,.714,10.4,2.0,8.5,2,1,1,.500,2,
1972,51,BAL,NFL,5,1,4,0,.200,-2.3,-5.1,2.8,,,,,3,
1973,52,DET,NFL,14,6,7,1,.464,2.0,0.8,1.2,,,,,2,
