,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2013,50,Philadelphia Eagles,NFL,16,10,6,0,.625,1.9,2.3,-0.5,1,0,1,.000,1,6,3,
1,2014,51,Philadelphia Eagles,NFL,16,10,6,0,.625,3.9,6.6,-2.7,,,,,2,6,4,
2,2015,52,Philadelphia Eagles,NFL,15,6,9,0,.400,-4.6,-0.6,-4.0,,,,,2,4,1,Fired after Week 16
3,2016,53,San Francisco 49ers,NFL,16,2,14,0,.125,-11.2,-3.7,-7.5,,,,,4,5,3,
