,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1926,NFL,Hammond Pros,0,4,0,21st of 22,,3,56,-53,Young,,,,,21,1,20,1,1,20,1,22,-13.3,-1.1,-14.3,-7.7,-6.6
1,1925,NFL,Hammond Pros,1,4,0,14th of 20,,23,87,-64,"Young,Pollard",,,,,14,1,19,1,1,19,1,20,-12.8,9.6,-3.2,1.0,-4.1
2,1924,NFL,Hammond Pros,2,2,1,10th of 18,,18,45,-27,Hess,,,,,15,1,10,1,1,12,1,18,-5.4,7.8,2.4,-1.9,4.3
3,1923,NFL,Hammond Pros,1,5,1,15th of 20,,14,59,-45,Hess,,,,,16,1,14,1,1,15,1,20,-6.4,8.0,1.6,-1.2,2.8
4,1922,NFL,Hammond Pros,0,5,1,15th of 18,,0,69,-69,Hess,,,,,18,1,13,1,1,13,1,18,-11.5,11.4,-0.1,-3.2,3.0
5,1921,APFA,Hammond Pros,1,3,1,13th of 21,,17,45,-28,Hicks,,,,,16,1,9,1,1,13,1,21,-5.6,9.8,4.2,-2.8,6.9
6,1920,APFA,Hammond Pros,2,5,0,11th of 14,,41,154,-113,Gillo,,,,,11,1,13,1,1,13,1,14,-16.1,1.8,-14.4,2.2,-16.6
