Year,Age,Level,Employer,Role
1921,23,College,Columbia Univ. (OR),Head Coach
1922,24,College,Columbia Univ. (OR),Head Coach
1923,25,College,Columbia Univ. (OR),Head Coach
1924,26,College,Columbia Univ. (OR),Head Coach
1925,27,College,Gonzaga,Head Coach
1926,28,College,Gonzaga,Head Coach
1927,29,College,Gonzaga,Head Coach
1928,30,College,Gonzaga,Head Coach
1929,31,College,Santa Clara,Head Coach
1930,32,College,Santa Clara,Head Coach
1931,33,College,Santa Clara,Head Coach
1932,34,College,Santa Clara,Head Coach
1933,35,College,Santa Clara,Head Coach
1934,36,College,Santa Clara,Head Coach
1935,37,College,Santa Clara,Head Coach
1936,38,College,Villanova,Head Coach
1937,39,College,Villanova,Head Coach
1938,40,College,Villanova,Head Coach
1939,41,College,Villanova,Head Coach
1940,42,College,Villanova,Head Coach
1941,43,College,Villanova,Head Coach
1942,44,College,Villanova,Head Coach
1946,48,College,San Francisco,Head Coach
1947,49,NFL,Boston Yanks,Head Coach
1948,50,NFL,Boston Yanks,Head Coach
1949,51,College,Lafayette,Head Coach
1950,52,College,Lafayette,Head Coach
1951,53,College,Lafayette,Head Coach
