Year,Age,Level,Employer,Role
1955,25,College,Tulane,Assistant Coach
1956,26,College,Tulane,Assistant Coach
1957,27,College,Tulane,Assistant Coach
1958,28,College,Marquette,Assistant Coach
1959,29,College,Boston Univ.,Assistant Coach
1960,30,College,Boston Univ.,Assistant Coach
1961,31,College,Boston Univ.,Assistant Coach
1962,32,AFL,Buffalo Bills,Offensive Backfield
1963,33,AFL,Buffalo Bills,Offensive Backfield
1964,34,AFL,Buffalo Bills,Offensive Backfield
1965,35,AFL,Buffalo Bills,Offensive Backfield
1966,36,AFL,Buffalo Bills,Offensive Backfield
1967,37,AFL,Buffalo Bills,Offensive Backfield
1968,38,AFL,Buffalo Bills,Offensive Backfield
1969,39,AFL,Boston Patriots,Offensive Coordinator
1970,40,NFL,Boston Patriots,Offensive Coordinator/Interim HC
1971,41,NFL,New England Patriots,Head Coach
1972,42,NFL,New England Patriots,Head Coach
1973,43,NFL,Philadelphia Eagles,Defensive Backs
1974,44,NFL,Philadelphia Eagles,Defensive Backs
1975,45,NFL,Philadelphia Eagles,Defensive Backs
1976,46,NFL,Philadelphia Eagles,Defensive Coordinator
1977,47,NFL,New York Jets,Defensive Backs
1978,48,NFL,New York Jets,Defensive Backs
1979,49,NFL,New York Jets,Defensive Coordinator
1980,50,NFL,New York Jets,Defensive Coordinator
