,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,300,4929.0,1033.0,4.8,43.0,20,303.0,251,479,2729,19,23,5.1,150.0,500,2200,15,4.4,126.0,107,1026,27.0,,,,,,,,,,,,,,,,,
1,buf,268,4837.0,982.0,4.9,34.0,19,252.0,241,465,3216,14,15,6.3,147.0,474,1621,11,3.4,83.0,104,887,22.0,,,,,,,,,,,,,,,,,
2,chi,306,4637.0,1031.0,4.5,29.0,13,262.0,195,373,2151,16,16,5.3,98.0,627,2486,17,4.0,140.0,100,816,24.0,,,,,,,,,,,,,,,,,
3,cin,337,4639.0,1049.0,4.4,29.0,14,289.0,228,426,2310,17,15,4.7,131.0,560,2329,23,4.2,138.0,88,744,20.0,,,,,,,,,,,,,,,,,
4,cle,359,5772.0,1092.0,5.3,44.0,17,350.0,289,545,3491,28,27,5.9,189.0,504,2281,16,4.5,125.0,83,709,36.0,,,,,,,,,,,,,,,,,
5,clt,271,4846.0,1117.0,4.3,40.0,21,291.0,313,550,3172,18,19,5.3,158.0,515,1674,12,3.3,97.0,137,1239,36.0,,,,,,,,,,,,,,,,,
6,crd,307,5184.0,1097.0,4.7,45.0,21,305.0,248,492,2602,12,24,4.9,136.0,566,2582,24,4.6,145.0,107,954,24.0,,,,,,,,,,,,,,,,,
7,dal,371,5968.0,1122.0,5.3,34.0,21,339.0,287,503,3593,29,13,6.6,195.0,578,2375,15,4.1,122.0,100,845,22.0,,,,,,,,,,,,,,,,,
8,den,289,5142.0,1044.0,4.9,40.0,17,306.0,260,476,3106,18,23,6.0,149.0,525,2036,13,3.9,130.0,116,996,27.0,,,,,,,,,,,,,,,,,
9,det,219,4013.0,944.0,4.3,46.0,19,227.0,218,452,2336,14,27,4.6,131.0,441,1677,11,3.8,85.0,110,897,11.0,,,,,,,,,,,,,,,,,
10,gnb,246,4542.0,974.0,4.7,44.0,22,279.0,240,444,2681,15,22,5.5,133.0,483,1861,14,3.9,121.0,93,681,25.0,,,,,,,,,,,,,,,,,
11,kan,238,3976.0,972.0,4.1,36.0,18,241.0,190,361,1660,7,18,4.1,91.0,569,2316,18,4.1,122.0,108,971,28.0,,,,,,,,,,,,,,,,,
12,mia,341,4950.0,1006.0,4.9,37.0,15,297.0,235,416,2763,20,22,6.2,140.0,561,2187,19,3.9,126.0,79,651,31.0,,,,,,,,,,,,,,,,,
13,min,259,4903.0,1090.0,4.5,41.0,17,311.0,315,566,3139,23,24,5.2,168.0,487,1764,9,3.6,112.0,96,787,31.0,,,,,,,,,,,,,,,,,
14,nor,370,5627.0,996.0,5.6,36.0,14,315.0,257,428,3151,16,22,7.1,135.0,551,2476,28,4.5,160.0,93,812,20.0,,,,,,,,,,,,,,,,,
15,nwe,411,5470.0,1128.0,4.8,39.0,16,318.0,237,475,3218,30,23,6.1,159.0,604,2252,16,3.7,132.0,99,864,27.0,,,,,,,,,,,,,,,,,
16,nyg,237,3774.0,958.0,3.9,40.0,18,223.0,190,401,1954,15,22,4.2,111.0,498,1820,12,3.7,82.0,122,1047,30.0,,,,,,,,,,,,,,,,,
17,nyj,337,5244.0,1035.0,5.1,38.0,13,299.0,190,369,2598,16,25,6.5,126.0,634,2646,23,4.2,153.0,109,876,20.0,,,,,,,,,,,,,,,,,
18,oti,362,4827.0,1034.0,4.7,32.0,11,268.0,195,386,2256,17,21,5.4,100.0,616,2571,24,4.2,149.0,109,947,19.0,,,,,,,,,,,,,,,,,
19,phi,339,5031.0,1011.0,5.0,29.0,16,292.0,209,410,2610,21,13,5.9,150.0,567,2421,17,4.3,122.0,90,680,20.0,,,,,,,,,,,,,,,,,
20,pit,416,6258.0,1080.0,5.8,52.0,26,337.0,272,492,3655,26,26,7.0,179.0,561,2603,25,4.6,141.0,108,866,17.0,,,,,,,,,,,,,,,,,
21,rai,365,5174.0,1040.0,5.0,38.0,15,321.0,311,513,3411,27,23,6.2,191.0,491,1763,13,3.6,102.0,119,1024,28.0,,,,,,,,,,,,,,,,,
22,ram,323,5133.0,1087.0,4.7,49.0,20,299.0,242,456,2673,19,29,5.4,138.0,592,2460,16,4.2,134.0,98,743,27.0,,,,,,,,,,,,,,,,,
23,sdg,411,5583.0,1053.0,5.3,35.0,10,330.0,338,541,3915,24,25,6.8,192.0,481,1668,25,3.5,114.0,108,908,24.0,,,,,,,,,,,,,,,,,
24,sea,378,5557.0,1046.0,5.3,36.0,18,315.0,292,523,3590,20,18,6.6,171.0,500,1967,24,3.9,121.0,104,903,23.0,,,,,,,,,,,,,,,,,
25,sfo,308,5573.0,1099.0,5.1,39.0,18,336.0,361,602,3641,18,21,5.9,200.0,480,1932,17,4.0,120.0,95,853,16.0,,,,,,,,,,,,,,,,,
26,tam,273,5049.0,1055.0,4.8,41.0,15,267.0,183,434,2612,19,26,5.9,137.0,609,2437,13,4.0,107.0,102,905,23.0,,,,,,,,,,,,,,,,,
27,was,348,4904.0,1044.0,4.7,25.0,10,298.0,235,401,2576,20,15,5.9,144.0,609,2328,17,3.8,126.0,86,749,28.0,,,,,,,,,,,,,,,,,
