,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1930,NFL,Minneapolis Red Jackets,1,7,1,10th of 11,,27,165,-138,Gibson,,,,,11,1,11,1,1,11,1,11,-15.3,4.4,-11.0,-5.1,-5.9
1,1929,NFL,Minneapolis Red Jackets,1,9,0,11th of 12,,48,185,-137,Joesting,,,,,10,1,11,1,1,11,1,12,-13.7,2.4,-11.3,-2.9,-8.4
2,1924,NFL,Minneapolis Marines,0,6,0,16th of 18,,14,108,-94,Brandy,,,,,17,1,15,1,1,16,1,18,-15.7,7.9,-7.8,-3.1,-4.7
3,1923,NFL,Minneapolis Marines,2,5,2,13th of 20,,48,81,-33,Mehre,,,,,11,1,15,1,1,13,1,20,-3.7,0.1,-3.5,-3.4,-0.1
4,1922,NFL,Minneapolis Marines,1,3,0,13th of 18,,19,40,-21,Tollefson,,,,,13,1,12,1,1,12,1,18,-5.3,5.0,-0.2,-2.1,1.8
5,1921,APFA,Minneapolis Marines,1,3,0,13th of 21,,37,41,-4,Ursella,,,,,11,1,12,1,1,12,1,21,-1.0,2.6,1.6,-0.4,2.0
