,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,274,3959.0,810.0,4.9,36.0,15,221.0,167,285,2256,16,21,7.1,108.0,494,1703,12,3.4,99.0,79,723,14.0,,,,,,,,,,,,,,,,,
1,buf,184,3326.0,770.0,4.3,48.0,16,185.0,202,401,1989,12,32,4.4,96.0,320,1337,6,4.2,68.0,74,691,21.0,,,,,,,,,,,,,,,,,
2,chi,185,3336.0,857.0,3.9,46.0,18,189.0,186,443,1902,12,28,3.9,99.0,365,1434,6,3.9,75.0,78,746,15.0,,,,,,,,,,,,,,,,,
3,cin,284,4266.0,867.0,4.9,23.0,12,236.0,214,365,2124,15,11,5.2,115.0,462,2142,14,4.6,109.0,82,921,12.0,,,,,,,,,,,,,,,,,
4,cle,285,3857.0,859.0,4.5,45.0,18,231.0,188,376,2299,14,27,5.8,127.0,461,1558,19,3.4,89.0,68,612,15.0,,,,,,,,,,,,,,,,,
5,clt,313,4071.0,883.0,4.6,32.0,11,242.0,176,344,1922,10,21,5.2,104.0,512,2149,23,4.2,123.0,57,529,15.0,,,,,,,,,,,,,,,,,
6,crd,231,4001.0,821.0,4.9,46.0,20,212.0,170,385,2471,14,26,6.1,109.0,417,1530,8,3.7,86.0,66,643,17.0,,,,,,,,,,,,,,,,,
7,dal,406,5035.0,905.0,5.6,35.0,21,288.0,206,361,2786,22,14,7.1,144.0,512,2249,25,4.4,135.0,94,952,9.0,,,,,,,,,,,,,,,,,
8,den,203,4158.0,892.0,4.7,39.0,12,217.0,175,358,2065,8,27,5.4,105.0,512,2093,9,4.1,102.0,67,781,10.0,,,,,,,,,,,,,,,,,
9,det,341,4577.0,862.0,5.3,33.0,19,269.0,157,299,2201,17,14,6.7,104.0,532,2376,15,4.5,131.0,69,738,34.0,,,,,,,,,,,,,,,,,
10,gnb,274,3914.0,772.0,5.1,44.0,20,208.0,121,254,1685,12,24,6.2,87.0,500,2229,18,4.5,115.0,61,568,6.0,,,,,,,,,,,,,,,,,
11,kan,302,4190.0,859.0,4.9,26.0,13,240.0,183,337,2347,15,13,6.3,119.0,487,1843,14,3.8,108.0,72,734,13.0,,,,,,,,,,,,,,,,,
12,mia,315,4412.0,804.0,5.5,23.0,13,232.0,156,293,1983,20,10,6.2,94.0,486,2429,11,5.0,121.0,65,632,17.0,,,,,,,,,,,,,,,,,
13,min,245,3350.0,846.0,4.0,30.0,12,198.0,157,334,1655,9,18,4.6,95.0,484,1695,14,3.5,89.0,70,661,14.0,,,,,,,,,,,,,,,,,
14,nor,266,3666.0,889.0,4.1,25.0,11,242.0,182,387,1955,12,14,4.5,106.0,452,1711,18,3.8,105.0,85,869,31.0,,,,,,,,,,,,,,,,,
15,nwe,238,3556.0,785.0,4.5,32.0,16,190.0,159,330,1887,19,16,5.2,94.0,419,1669,7,4.0,85.0,67,657,11.0,,,,,,,,,,,,,,,,,
16,nyg,228,4175.0,896.0,4.7,45.0,20,236.0,268,462,2714,14,25,5.4,140.0,394,1461,11,3.7,86.0,77,640,10.0,,,,,,,,,,,,,,,,,
17,nyj,212,3267.0,786.0,4.2,26.0,10,202.0,119,278,1379,15,16,4.6,67.0,485,1888,12,3.9,115.0,70,672,20.0,,,,,,,,,,,,,,,,,
18,oti,251,3515.0,815.0,4.3,51.0,14,201.0,194,423,2409,12,37,5.3,117.0,361,1106,10,3.1,62.0,91,856,22.0,,,,,,,,,,,,,,,,,
19,phi,221,3571.0,823.0,4.3,35.0,15,201.0,200,390,2323,13,20,5.6,119.0,407,1248,6,3.1,65.0,81,838,17.0,,,,,,,,,,,,,,,,,
20,pit,246,3882.0,867.0,4.5,42.0,16,226.0,214,414,2124,15,26,4.7,111.0,416,1758,10,4.2,98.0,88,898,17.0,,,,,,,,,,,,,,,,,
21,rai,344,4258.0,845.0,5.0,39.0,13,258.0,174,348,2128,21,26,5.7,110.0,473,2130,19,4.5,128.0,81,869,20.0,,,,,,,,,,,,,,,,,
22,ram,313,4233.0,856.0,4.9,29.0,18,234.0,185,370,2094,18,11,5.3,111.0,460,2139,15,4.7,105.0,79,642,18.0,,,,,,,,,,,,,,,,,
23,sdg,311,4738.0,859.0,5.5,43.0,15,264.0,244,450,3134,23,28,6.7,147.0,390,1604,11,4.1,86.0,81,895,31.0,,,,,,,,,,,,,,,,,
24,sfo,300,4706.0,900.0,5.2,42.0,18,257.0,209,391,2577,18,24,6.4,122.0,498,2129,12,4.3,113.0,88,961,22.0,,,,,,,,,,,,,,,,,
25,was,276,4030.0,828.0,4.9,35.0,20,212.0,182,334,2273,13,15,6.5,112.0,477,1757,8,3.7,77.0,80,801,23.0,,,,,,,,,,,,,,,,,
