Year,Age,Level,Employer,Role
1949,35,College,Texas A&M,Backfield Coach
1950,36,College,Texas A&M,Backfield Coach
1951,37,NFL,Washington Redskins,Head Coach
1955,41,College,Midwestern State,Head Coach
1956,42,College,Midwestern State,Head Coach
1960,46,AFL,New York Titans,Backfield Coach
