Year,Age,Level,Employer,Role
1975,23,College,Virginia Tech,Graduate Assistant
1976,24,College,Virginia Tech,Graduate Assistant
1977,25,College,Virginia Tech,Graduate Assistant
1978,26,College,Mississippi State,RB/WR
1979,27,College,Mississippi State,RB/WR
1980,28,College,Mississippi State,RB/WR
1981,29,College,Alabama,Running Backs
1982,30,College,Alabama,Running Backs
1983,31,College,Temple,Head Coach
1984,32,College,Temple,Head Coach
1985,33,College,Temple,Head Coach
1986,34,College,Temple,Head Coach
1987,35,College,Temple,Head Coach
1988,36,College,Temple,Head Coach
1989,37,NFL,Kansas City Chiefs,Running Backs
1990,38,NFL,Kansas City Chiefs,Running Backs
1991,39,NFL,Kansas City Chiefs,Running Backs
1992,40,NFL,Kansas City Chiefs,Running Backs
1993,41,College,Mississippi State,Offensive Coordinator
1994,42,College,Mississippi State,Offensive Coordinator
1995,43,College,Mississippi State,Offensive Coordinator
1996,44,NFL,New Orleans Saints,Tight Ends
1997,45,College,Alabama,Offensive Coordinator
1998,46,NFL,Indianapolis Colts,Quarterbacks
1999,47,NFL,Indianapolis Colts,Quarterbacks
2000,48,NFL,Indianapolis Colts,Quarterbacks
2001,49,NFL,Cleveland Browns,Offensive Coordinator
2002,50,NFL,Cleveland Browns,Offensive Coordinator
2003,51,NFL,Cleveland Browns,Offensive Coordinator
2004,52,NFL,Pittsburgh Steelers,Wide Receivers
2005,53,NFL,Pittsburgh Steelers,Wide Receivers
2006,54,NFL,Pittsburgh Steelers,Wide Receivers
2007,55,NFL,Pittsburgh Steelers,Offensive Coordinator
2008,56,NFL,Pittsburgh Steelers,Offensive Coordinator
2009,57,NFL,Pittsburgh Steelers,Offensive Coordinator
2010,58,NFL,Pittsburgh Steelers,Offensive Coordinator
2011,59,NFL,Pittsburgh Steelers,Offensive Coordinator
2012,60,NFL,Indianapolis Colts,Offensive Coordinator/Interim Head Coach
2013,61,NFL,Arizona Cardinals,Head Coach
2014,62,NFL,Arizona Cardinals,Head Coach
2015,63,NFL,Arizona Cardinals,Head Coach
2016,64,NFL,Arizona Cardinals,Head Coach
2017,65,NFL,Arizona Cardinals,Head Coach
2019,67,NFL,Tampa Bay Buccaneers,Head Coach
2020,68,NFL,Tampa Bay Buccaneers,Head Coach
2021,69,NFL,Tampa Bay Buccaneers,Head Coach
