,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,2012,60,Indianapolis Colts,NFL,12,9,3,0,.750,,,,,,,,,,,"As interim coach, league awarded all W-L to Chuck Paganoand record is not reflected in career totals"
1,2013,61,Arizona Cardinals,NFL,16,10,6,0,.625,6.4,2.7,3.7,,,,,3,6,4,
2,2014,62,Arizona Cardinals,NFL,16,11,5,0,.688,2.0,-2.4,4.4,1,0,1,.000,2,7,4,
3,2015,63,Arizona Cardinals,NFL,16,13,3,0,.813,12.3,9.0,3.4,2,1,1,.500,1,11,4,
4,2016,64,Arizona Cardinals,NFL,16,7,8,1,.469,1.6,2.4,-0.8,,,,,2,5,1,
5,2017,65,Arizona Cardinals,NFL,16,8,8,0,.500,-3.7,-4.0,0.2,,,,,3,6,4,
6,2019,67,Tampa Bay Buccaneers,NFL,16,7,9,0,.438,0.4,4.9,-4.5,,,,,2,13,7,
7,2020,68,Tampa Bay Buccaneers,NFL,3,2,1,0,.667,7.1,3.5,3.6,,,,,1,1,1,
