Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,340,5084.0,969.0,5.2,30.0,14,284.0,217,395,2412,15,16,5.4,120.0,524,2672,20,5.1,133.0,109,905,31.0,184.0,28.8,15.8,31.1,2.55,5.39,27.6,1.63,201.0,73.0,0.363,18.0,10.0,0.556,51.0,27.0,0.529
buf,395,4691.0,982.0,4.8,29.0,12,271.0,262,461,2817,21,17,5.6,149.0,483,1874,15,3.9,102.0,121,1047,20.0,187.0,32.1,14.4,36.2,2.6,5.42,24.8,1.73,215.0,77.0,0.358,21.0,10.0,0.47600000000000003,61.0,28.0,0.45899999999999996
car,355,5225.0,991.0,5.3,26.0,11,308.0,311,536,3643,29,15,6.4,192.0,422,1582,10,3.7,85.0,123,1020,31.0,182.0,32.4,12.6,31.8,2.6333333333333333,5.58,28.6,1.83,206.0,83.0,0.40299999999999997,8.0,3.0,0.375,52.0,31.0,0.596
chi,231,3816.0,967.0,3.9,37.0,21,230.0,249,471,2192,9,16,4.1,121.0,430,1624,10,3.8,84.0,124,956,25.0,207.0,16.4,16.4,32.3,2.2,4.79,18.3,0.86,223.0,56.0,0.251,19.0,6.0,0.316,38.0,16.0,0.42100000000000004
cin,374,5140.0,1004.0,5.1,32.0,10,286.0,324,536,3301,23,22,5.8,172.0,437,1839,14,4.2,93.0,103,810,21.0,202.0,31.7,15.8,32.1,2.3166666666666664,5.13,25.4,1.68,219.0,88.0,0.402,12.0,6.0,0.5,55.0,28.0,0.509
cle,276,4481.0,921.0,4.9,40.0,19,245.0,251,439,2824,21,21,5.9,125.0,441,1657,6,3.8,94.0,115,854,26.0,198.0,25.8,18.2,32.6,2.283333333333333,4.8,22.3,1.32,203.0,59.0,0.29100000000000004,16.0,7.0,0.43799999999999994,41.0,19.0,0.46299999999999997
clt,522,6475.0,968.0,6.7,17.0,7,379.0,353,527,4623,51,10,8.5,238.0,427,1852,10,4.3,94.0,106,801,47.0,175.0,46.3,9.7,31.0,2.6333333333333333,5.69,36.9,2.78,164.0,70.0,0.42700000000000005,7.0,4.0,0.5710000000000001,67.0,42.0,0.627
crd,284,4550.0,1047.0,4.3,29.0,11,280.0,299,533,2882,14,18,5.0,152.0,475,1668,15,3.5,86.0,124,948,42.0,200.0,25.5,13.5,30.7,2.5,5.39,22.7,1.35,241.0,84.0,0.349,12.0,5.0,0.41700000000000004,37.0,18.0,0.486
dal,293,5197.0,1004.0,5.2,37.0,14,296.0,308,519,3428,19,23,6.2,171.0,449,1769,14,3.9,101.0,105,867,24.0,187.0,28.3,19.3,31.2,2.6166666666666667,5.51,27.7,1.56,214.0,78.0,0.364,17.0,9.0,0.529,40.0,21.0,0.525
den,381,6332.0,1070.0,5.9,29.0,9,351.0,303,521,3999,27,20,7.5,184.0,534,2333,13,4.4,127.0,93,880,40.0,191.0,36.1,14.7,29.0,2.7333333333333334,5.78,33.1,1.92,206.0,78.0,0.379,14.0,7.0,0.5,53.0,24.0,0.45299999999999996
det,296,4693.0,949.0,4.9,20.0,7,263.0,285,505,2916,19,13,5.4,142.0,407,1777,7,4.4,92.0,121,1000,29.0,188.0,26.6,10.1,29.7,2.4,5.2,24.9,1.35,210.0,66.0,0.314,16.0,6.0,0.375,43.0,19.0,0.442
gnb,424,6357.0,1053.0,6.0,29.0,10,354.0,382,598,4449,36,19,7.3,228.0,441,1908,9,4.3,98.0,116,950,28.0,182.0,37.9,15.4,28.6,2.6833333333333336,5.94,34.9,2.13,207.0,98.0,0.473,14.0,8.0,0.5710000000000001,52.0,30.0,0.5770000000000001
htx,309,5128.0,1001.0,5.1,25.0,11,300.0,286,471,3246,16,14,6.2,174.0,481,1882,16,3.9,103.0,106,928,23.0,177.0,27.7,13.6,30.6,2.7333333333333334,5.8,28.9,1.55,211.0,81.0,0.384,21.0,13.0,0.619,44.0,26.0,0.591
jax,261,5009.0,991.0,5.1,22.0,11,279.0,305,513,3159,17,11,5.8,161.0,446,1850,9,4.1,88.0,109,940,30.0,178.0,28.1,11.8,28.7,2.75,5.75,27.9,1.43,217.0,80.0,0.369,18.0,10.0,0.556,45.0,19.0,0.42200000000000004
