,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1921,33,TON,APFA,1,0,1,0,.000,-38.5,-10.7,-27.7,,,,,18,
