Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1986,55,PHI,NFL,16,5,10,1,.344,-1.5,-2.9,1.4,,,,,4,
1987,56,PHI,NFL,15,7,8,0,.467,-2.0,1.3,-3.3,,,,,4,
1988,57,PHI,NFL,16,10,6,0,.625,3.4,2.3,1.1,1,0,1,.000,1,
1989,58,PHI,NFL,16,11,5,0,.688,5.1,1.9,3.2,1,0,1,.000,2,
1990,59,PHI,NFL,16,10,6,0,.625,5.6,4.5,1.1,1,0,1,.000,2,
1994,63,ARI,NFL,16,8,8,0,.500,-2.3,-5.6,3.3,,,,,3,
1995,64,ARI,NFL,16,4,12,0,.250,-7.5,-3.5,-4.0,,,,,5,
