Year,Age,Level,Employer,Role
1979,36,College,Central Missouri,Defensive Coordinator
1980,37,College,Central Missouri,Secondary
1981,38,NFL,St. Louis Cardinals,TE/WR
1982,39,NFL,St. Louis Cardinals,TE/WR
1983,40,NFL,St. Louis Cardinals,TE/WR
1984,41,NFL,St. Louis Cardinals,TE/WR
1985,42,NFL,St. Louis Cardinals,TE/WR
1986,43,NFL,Washington Redskins,Wide Receivers
1987,44,NFL,Washington Redskins,Secondary
1988,45,NFL,Washington Redskins,Secondary
1989,46,NFL,Washington Redskins,Secondary
1990,47,NFL,Washington Redskins,Secondary
1991,48,NFL,Washington Redskins,Secondary
1992,49,NFL,Washington Redskins,Secondary
1993,50,NFL,Washington Redskins,Secondary
1994,51,NFL,Washington Redskins,Secondary
1995,52,NFL,Philadelphia Eagles,Defensive Coordinator
1996,53,NFL,Philadelphia Eagles,Defensive Coordinator
1997,54,NFL,Philadelphia Eagles,Defensive Coordinator
1998,55,NFL,Philadelphia Eagles,Defensive Coordinator
1999,56,NFL,Green Bay Packers,Defensive Coordinator
2000,57,NFL,Minnesota Vikings,Defensive Coordinator
2001,58,NFL,Minnesota Vikings,Defensive Coordinator
2002,59,NFL,Atlanta Falcons,Secondary
2003,60,NFL,Atlanta Falcons,Secondary
2004,61,NFL,Atlanta Falcons,Sr. Def. Asst./Secondary
2005,62,NFL,Atlanta Falcons,Sr. Def. Asst./Secondary
2006,63,NFL,Atlanta Falcons,Sr. Def. Asst./Secondary
2007,64,NFL,Atlanta Falcons,Defensive Backs/Interim Head Coach
2008,65,NFL,Atlanta Falcons,Asst. Head Coach/Secondary
2009,66,NFL,Atlanta Falcons,Asst. Head Coach/Secondary
2010,67,NFL,Kansas City Chiefs,Defensive Backs
2011,68,NFL,Kansas City Chiefs,Defensive Backs
2012,69,NFL,Kansas City Chiefs,Defensive Backs
2013,70,NFL,Kansas City Chiefs,Defensive Backs
2014,71,NFL,Kansas City Chiefs,Defensive Backs
2015,72,NFL,Kansas City Chiefs,Defensive Backs
2016,73,NFL,Kansas City Chiefs,Defensive Backs
2017,74,NFL,Kansas City Chiefs,Defensive Backs
2018,75,NFL,Kansas City Chiefs,Defensive Backs
