Year,Age,Level,Employer,Role
1954,30,NFL,New York Giants,Defensive Coordinator
1955,31,NFL,New York Giants,Defensive Coordinator
1956,32,NFL,New York Giants,Defensive Coordinator
1957,33,NFL,New York Giants,Defensive Coordinator
1958,34,NFL,New York Giants,Defensive Coordinator
1959,35,NFL,New York Giants,Defensive Coordinator
1960,36,NFL,Dallas Cowboys,Head Coach
1961,37,NFL,Dallas Cowboys,Head Coach
1962,38,NFL,Dallas Cowboys,Head Coach
1963,39,NFL,Dallas Cowboys,Head Coach
1964,40,NFL,Dallas Cowboys,Head Coach
1965,41,NFL,Dallas Cowboys,Head Coach
1966,42,NFL,Dallas Cowboys,Head Coach
1967,43,NFL,Dallas Cowboys,Head Coach
1968,44,NFL,Dallas Cowboys,Head Coach
1969,45,NFL,Dallas Cowboys,Head Coach
1970,46,NFL,Dallas Cowboys,Head Coach
1971,47,NFL,Dallas Cowboys,Head Coach
1972,48,NFL,Dallas Cowboys,Head Coach
1973,49,NFL,Dallas Cowboys,Head Coach
1974,50,NFL,Dallas Cowboys,Head Coach
1975,51,NFL,Dallas Cowboys,Head Coach
1976,52,NFL,Dallas Cowboys,Head Coach
1977,53,NFL,Dallas Cowboys,Head Coach
1978,54,NFL,Dallas Cowboys,Head Coach
1979,55,NFL,Dallas Cowboys,Head Coach
1980,56,NFL,Dallas Cowboys,Head Coach
1981,57,NFL,Dallas Cowboys,Head Coach
1982,58,NFL,Dallas Cowboys,Head Coach
1983,59,NFL,Dallas Cowboys,Head Coach
1984,60,NFL,Dallas Cowboys,Head Coach
1985,61,NFL,Dallas Cowboys,Head Coach
1986,62,NFL,Dallas Cowboys,Head Coach
1987,63,NFL,Dallas Cowboys,Head Coach
1988,64,NFL,Dallas Cowboys,Head Coach
