Year,Age,Level,Employer,Role
1921,28,College,Penn State,Assistant Coach
1922,29,College,Penn State,Assistant Coach
1923,30,College,Colgate,Assistant Coach
1925,32,NFL,Pottsville Maroons,Head Coach
1926,33,NFL,Pottsville Maroons,Head Coach
1927,34,NFL,Pottsville Maroons,Head Coach
1928,35,NFL,New York Yankees,Head Coach
1929,36,NFL,Boston Bulldogs,Head Coach
