,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1966,36,DEN,AFL,12,4,8,0,.333,-12.1,-8.3,-3.7,,,,,4,
1,1978,48,RAM,NFL,16,12,4,0,.750,3.2,1.3,1.9,2,1,1,.500,1,
2,1979,49,RAM,NFL,16,9,7,0,.563,-0.6,-1.2,0.6,3,2,1,.667,1,NFC Champions
3,1980,50,RAM,NFL,16,11,5,0,.688,6.5,4.4,2.1,1,0,1,.000,2,
4,1981,51,RAM,NFL,16,6,10,0,.375,-2.4,-1.4,-1.0,,,,,3,
5,1982,52,RAM,NFL,9,2,7,0,.222,-6.9,0.9,-7.9,,,,,4,
