Year,Age,Level,Employer,Role
2017,33,NFL,San Francisco 49ers,Defensive Quality Control
2018,34,NFL,San Francisco 49ers,Inside Linebackers
2019,35,NFL,San Francisco 49ers,Inside Linebackers
2020,36,NFL,San Francisco 49ers,Inside Linebackers
2021,37,NFL,San Francisco 49ers,Defensive Coordinator
2022,38,NFL,San Francisco 49ers,Defensive Coordinator
2023,39,NFL,Houston Texans,Head Coach
2024,40,NFL,Houston Texans,Head Coach
2025,41,NFL,Houston Texans,Head Coach
