Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
buf,304,4904.0,947.0,5.2,40.0,16,272.0,227,457,3053,16,24,6.2,147.0,453,1851,21,4.1,107.0,63,532,18.0,,,,,,,,,,,,,,,,,
chi,301,4172.0,911.0,4.6,25.0,11,257.0,221,404,2493,18,14,5.9,117.0,487,1679,15,3.4,108.0,92,804,32.0,,,,,,,,,,,,,,,,,
cle,343,4856.0,807.0,6.0,37.0,17,252.0,164,322,2217,27,20,6.4,100.0,460,2639,15,5.7,135.0,52,609,17.0,,,,,,,,,,,,,,,,,
clt,316,4938.0,873.0,5.7,37.0,25,257.0,248,433,3296,20,12,6.9,149.0,396,1642,11,4.1,95.0,77,823,13.0,,,,,,,,,,,,,,,,,
crd,341,4870.0,901.0,5.4,39.0,18,254.0,228,438,3031,30,21,6.3,134.0,423,1839,10,4.3,105.0,69,692,15.0,,,,,,,,,,,,,,,,,
dal,305,4263.0,838.0,5.1,36.0,15,248.0,200,375,2468,20,21,5.9,132.0,420,1795,18,4.3,105.0,67,627,11.0,,,,,,,,,,,,,,,,,
den,301,3983.0,897.0,4.4,44.0,16,230.0,217,453,2487,23,28,4.8,133.0,381,1496,10,3.9,84.0,65,648,13.0,,,,,,,,,,,,,,,,,
det,326,4324.0,854.0,5.1,40.0,14,230.0,202,406,2723,26,26,6.2,124.0,415,1601,11,3.9,91.0,60,531,15.0,,,,,,,,,,,,,,,,,
gnb,369,4781.0,869.0,5.5,41.0,20,258.0,179,345,2533,22,21,6.9,126.0,504,2248,22,4.5,114.0,53,517,18.0,,,,,,,,,,,,,,,,,
kan,347,4348.0,875.0,5.0,38.0,16,250.0,231,439,2651,30,22,5.6,141.0,400,1697,12,4.2,94.0,52,611,15.0,,,,,,,,,,,,,,,,,
min,309,4011.0,851.0,4.7,35.0,18,223.0,197,355,2169,16,17,5.3,112.0,445,1842,17,4.1,97.0,58,627,14.0,,,,,,,,,,,,,,,,,
nwe,327,4175.0,875.0,4.8,41.0,12,227.0,184,410,2557,17,29,5.8,107.0,433,1618,16,3.7,100.0,64,614,20.0,,,,,,,,,,,,,,,,,
nyg,448,5024.0,914.0,5.5,34.0,13,278.0,243,426,3247,39,21,7.0,164.0,453,1777,12,3.9,95.0,67,755,19.0,,,,,,,,,,,,,,,,,
nyj,249,3510.0,823.0,4.3,44.0,15,200.0,209,480,2532,21,29,4.9,121.0,306,978,8,3.2,52.0,55,650,27.0,,,,,,,,,,,,,,,,,
oti,302,4419.0,870.0,5.1,57.0,24,254.0,261,501,3210,26,33,6.1,169.0,341,1209,11,3.5,68.0,58,565,17.0,,,,,,,,,,,,,,,,,
phi,242,3852.0,783.0,4.9,47.0,16,203.0,193,380,2414,22,31,5.9,114.0,376,1438,8,3.8,78.0,53,558,11.0,,,,,,,,,,,,,,,,,
pit,321,4913.0,976.0,5.0,33.0,13,272.0,170,368,2777,21,20,7.0,129.0,578,2136,14,3.7,122.0,51,495,21.0,,,,,,,,,,,,,,,,,
rai,363,4513.0,857.0,5.3,38.0,15,244.0,191,442,2900,31,23,5.8,142.0,357,1613,11,4.5,85.0,93,857,17.0,,,,,,,,,,,,,,,,,
ram,210,3470.0,848.0,4.1,39.0,17,209.0,186,384,2077,11,22,4.7,117.0,405,1393,14,3.4,80.0,70,788,12.0,,,,,,,,,,,,,,,,,
sdg,399,5145.0,773.0,6.7,36.0,12,250.0,202,357,2944,28,24,7.8,124.0,395,2201,20,5.6,112.0,77,773,14.0,,,,,,,,,,,,,,,,,
sfo,198,3281.0,790.0,4.2,30.0,8,183.0,156,349,1827,13,22,4.8,87.0,406,1454,8,3.6,87.0,51,439,9.0,,,,,,,,,,,,,,,,,
was,279,4423.0,817.0,5.4,53.0,19,244.0,204,430,3134,17,34,6.6,140.0,344,1289,15,3.7,81.0,74,736,23.0,,,,,,,,,,,,,,,,,
