Year,Age,Level,Employer,Role
1928,25,College,Saint Louis,Assistant Coach
1929,26,College,Saint Louis,Assistant Coach
1930,27,College,Saint Louis,Head Coach
1931,28,College,Saint Louis,Head Coach
1932,29,College,Saint Louis,Head Coach
1933,30,College,Saint Louis,Head Coach
1934,31,NFL,St. Louis Gunners,Head Coach
1940,37,NFL,Chicago Cardinals,Assistant Coach
1941,38,NFL,Chicago Cardinals,Assistant Coach
1942,39,NFL,Cleveland Rams,Assistant Coach
