Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1962,36,DEN,AFL,14,7,7,0,.500,1.2,2.3,-1.1,,,,,2,
1963,37,DEN,AFL,14,2,11,1,.154,-10.8,-0.1,-10.6,,,,,4,
1964,38,DEN,AFL,4,0,4,0,.000,-12.4,-5.1,-7.3,,,,,4,
