,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1926,29,Canton Bulldogs,NFL,13,1,9,3,.100,-9.5,-5.0,-4.4,,,,,20,co-coach with Harry Robb
1,1928,31,Pottsville Maroons,NFL,10,2,8,0,.200,-4.7,-0.3,-4.4,,,,,8,
