Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1926,CAN,HC,22,20,1,17,1,1,17,1,1,1,14,1,1,1,1,19,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1
1928,POT,HC,10,8,1,8,1,1,7,1,1,1,8,1,1,1,1,3,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1
