Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1991,CLE,DC,28,20,3,16,19,19,16,1,22,24,15,23,1,12,9,10,2,13,18,14,11,15,21,15,22,7,19,15,19,18,10
1992,CLE,DC,28,16,10,13,15,18,20,7,12,19,23,26,8,28,17,12,10,5,14,10,12,11,7,2,5,2,17,19,24,26,16
1993,CLE,DC,28,18,25,16,17,20,15,25,20,17,21,12,21,23,19,5,18,12,12,17,24,14,12,10,8,25,20,13,16,19,6
1994,CLE,DC,28,4,20,3,13,16,11,23,13,14,11,16,19,19,19,13,24,12,7,1,13,21,13,5,11,11,25,7,2,10,3
2005,MIA,HC,32,14,14,17,18,14,16,20,17,12,17,8,21,10,16,11,17,18,18,15,7,22,17,11,7,3,24,20,24,23,6
2006,MIA,HC,32,24,13,19,12,20,29,11,29,22,28,13,2,4,13,25,23,28,4,5,18,20,8,2,5,2,7,5,20,31,8
