Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
atl,423,6152.0,1031.0,6.0,19.0,4,375.0,398,585,4153,33,15,6.7,226.0,409,1999,16,4.9,115.0,108,1001,34.0,171.0,41.5,10.5,27.3,2.8833333333333333,6.2,36.0,2.39,195.0,95.0,0.48700000000000004,13.0,10.0,0.769,54.0,38.0,0.7040000000000001
buf,374,4706.0,968.0,4.9,27.0,11,293.0,313,492,2867,22,16,5.4,157.0,440,1839,17,4.2,111.0,99,976,25.0,189.0,33.3,14.3,32.6,2.5,5.3,24.8,1.83,203.0,74.0,0.365,11.0,6.0,0.545,48.0,34.0,0.708
car,382,5651.0,948.0,6.0,23.0,10,315.0,353,529,3847,32,13,6.8,185.0,384,1804,13,4.7,110.0,91,805,20.0,171.0,38.0,12.9,27.6,2.7333333333333334,5.7,33.0,2.19,183.0,73.0,0.39899999999999997,17.0,10.0,0.588,47.0,33.0,0.7020000000000001
chi,283,4795.0,1004.0,4.8,36.0,9,278.0,377,615,3515,22,27,5.3,186.0,339,1280,5,3.8,67.0,114,1022,25.0,185.0,28.6,19.5,28.6,2.4833333333333334,5.6,25.9,1.46,219.0,75.0,0.342,28.0,16.0,0.5710000000000001,40.0,20.0,0.5
cin,455,6618.0,1084.0,6.1,18.0,6,372.0,389,584,4414,32,12,7.1,221.0,466,2204,17,4.7,125.0,113,944,26.0,177.0,46.3,10.2,28.8,2.95,6.3,37.4,2.5,223.0,109.0,0.489,17.0,11.0,0.647,61.0,39.0,0.639
cle,392,6288.0,1122.0,5.6,31.0,14,377.0,393,626,4125,21,17,6.2,216.0,459,2163,20,4.7,130.0,119,990,31.0,201.0,35.3,15.4,28.9,2.6166666666666667,5.8,31.0,1.88,210.0,75.0,0.35700000000000004,20.0,13.0,0.65,54.0,33.0,0.611
clt,344,5435.0,997.0,5.5,26.0,11,315.0,384,542,3805,21,15,6.6,203.0,417,1630,12,3.9,87.0,131,1115,25.0,172.0,35.5,14.5,27.6,2.85,6.0,31.6,1.83,200.0,82.0,0.41,15.0,7.0,0.467,43.0,23.0,0.535
crd,425,5741.0,1065.0,5.4,16.0,9,357.0,342,506,3262,21,7,5.9,186.0,510,2479,25,4.9,139.0,100,790,32.0,187.0,38.0,8.6,29.5,2.8666666666666667,5.9,30.6,2.12,205.0,78.0,0.38,13.0,8.0,0.615,53.0,33.0,0.623
dal,324,5268.0,981.0,5.4,20.0,11,309.0,367,542,3755,22,9,6.5,193.0,400,1513,12,3.8,89.0,89,681,27.0,167.0,36.5,12.0,30.0,2.8333333333333335,6.0,31.3,1.91,201.0,85.0,0.423,14.0,6.0,0.429,49.0,25.0,0.51
den,349,5842.0,1022.0,5.7,28.0,11,318.0,353,549,3929,26,17,6.6,197.0,429,1913,11,4.5,85.0,123,1006,36.0,185.0,34.1,14.1,28.1,2.6833333333333336,5.7,31.4,1.82,211.0,82.0,0.389,11.0,6.0,0.545,43.0,25.0,0.581
