,Year,Week,Day,Date,, Offense,OT, Offense Defense,Opp,Tm,Opp Defense,1stD,TotYd,PassY,RushY,TO,1stD Defense,TotYd Defense,PassY Defense,RushY Defense,TO Defense,Offense,Defense,Sp. Tms
0,1949,Division,Sun,"December 4, 1949",boxscore,L,,@,San Francisco 49ers,7,17,9,191,116,75,3,10,260,96,164,3,,,
1,1947,Championship,Sun,"December 14, 1947",boxscore,L,,,Cleveland Browns,3,14,13,212,89,123,3,15,284,112,172,1,,,
2,1946,Championship,Sun,"December 22, 1946",boxscore,L,,@,Cleveland Browns,9,14,10,146,81,65,2,18,325,213,112,1,,,
