,Year,Lg,Tm,W,L,T,Div. Finish,Playoffs,PF,PA,PD,Coaches,AV,Passer,Rusher,Receiver,Pts,Yds,Pts Def Rank,Yds Def Rank,T/G,Pts±,Yds±,out of,MoV,SoS,SRS,OSRS,DSRS
0,1949,AAFC,New York Yankees*,8,4,0,3rd of 7,Lost Div,196,206,-10,Strader,,Panciera,Young,Alford,5,6,2,2,4,3,4,7,-0.8,0.1,-0.7,-5.8,5.1
1,1948,AAFC,New York Yankees,6,8,0,3rd of 4,,265,301,-36,"Strader,Flaherty",,Sanders,Sanders,Alford,5,8,3,3,3,5,6,8,-2.6,0.3,-2.3,-4.2,1.9
2,1947,AAFC,New York Yankees*,11,2,1,1st of 4,Lost Champ,378,239,139,Flaherty,,Sanders,Sanders,Russell,2,3,2,1,5,2,2,8,9.9,-1.2,8.7,5.3,3.4
3,1946,AAFC,New York Yankees*,10,3,1,1st of 4,Lost Champ,270,192,78,Flaherty,,Parker,Sanders,Sanders,4,4,3,1,7,3,3,8,5.6,-0.7,4.9,-1.3,6.2
