,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,1949,206,3323,706,4.7,41,17,129,159,316,2189,13,24,6.3,68,360,1134,8,3.2,55,56,414,6,,,,,,,,,,,,,,,,,
1,1948,301,4782,839,5.7,43,16,192,160,341,2767,19,27,7.4,85,467,2015,18,4.3,94,89,733,13,,,,,,,,,,,,,,,,,
2,1947,239,3147,714,4.4,29,12,140,144,304,1910,17,17,5.6,60,371,1237,13,3.3,67,54,382,13,,,,,,,,,,,,,,,,,
3,1946,192,2619,701,3.7,34,18,119,123,252,1564,13,16,6.2,47,449,1055,9,2.3,61,51,449,11,,,,,,,,,,,,,,,,,
