,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1968,55,Green Bay Packers,NFL,14,6,7,1,.462,3.5,0.1,3.5,,,,,3,
1,1969,56,Green Bay Packers,NFL,14,8,6,0,.571,5.2,-0.2,5.4,,,,,3,
2,1970,57,Green Bay Packers,NFL,14,6,8,0,.429,-1.8,-2.4,0.6,,,,,3,
3,1972,59,New England Patriots,NFL,5,1,4,0,.200,-17.4,-6.3,-11.1,,,,,5,
