Year,Age,Level,Employer,Role
1922,28,NFL,Canton Bulldogs,Head Coach
1923,29,NFL,Canton Bulldogs,Head Coach
1924,30,NFL,Cleveland Bulldogs,Head Coach
1925,31,NFL,Frankford Yellow Jackets,Head Coach
1926,32,NFL,Frankford Yellow Jackets,Head Coach
1927,33,NFL,Chicago Cardinals,Head Coach
