,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
10,2012,437,5458,998,5.5,17,6,305,346,544,3569,26,11,6.2,167,420,1889,13,4.5,107,93,789,31,190,36.8,8.4,Own 29.5,2:29,5.5,28.5,1.93,208,76,36.5%,6,5,83.3%,39,20,51.3%
11,2011,387,5881,1055,5.6,34,13,325,376,604,3831,26,21,5.9,195,410,2050,10,5.0,91,119,982,39,204,32.4,16.2,Own 27.0,2:21,5.3,28.8,1.68,205,67,32.7%,19,8,42.1%,53,26,49.1%
12,2010,369,5497,1005,5.5,29,15,320,330,518,3498,23,14,6.2,187,443,1999,18,4.5,98,106,854,35,192,31.3,13.5,Own 30.5,2:33,5.3,28.5,1.79,198,77,38.9%,12,5,41.7%,46,27,58.7%
13,2009,494,6274,1029,6.1,23,14,332,371,545,4249,35,9,7.4,213,458,2025,18,4.4,95,113,944,24,192,43.8,10.4,Own 35.8,2:35,5.5,32.6,2.42,210,85,40.5%,15,10,66.7%,71,37,52.1%
14,2008,517,6470,1009,6.4,20,16,350,303,443,3716,25,4,7.9,188,536,2754,31,5.1,147,91,753,15,179,45.3,8.4,Own 30.8,2:57,5.8,36.1,2.61,196,89,45.4%,10,6,60.0%,64,43,67.2%
15,2007,444,6042,1087,5.6,35,18,363,422,602,4131,32,17,6.5,221,448,1911,19,4.3,116,113,897,26,193,35.2,18.1,Own 32.2,2:42,5.8,31.0,2.11,213,97,45.5%,12,9,75.0%,64,41,64.1%
16,2006,398,5530,1033,5.4,30,18,319,339,511,3520,22,12,6.5,183,492,2010,18,4.1,111,102,869,25,185,37.8,15.1,Own 31.5,2:48,5.8,29.9,2.00,207,90,43.5%,5,4,80.0%,60,32,53.3%
17,2005,345,5158,1006,5.1,31,12,308,295,487,3118,19,19,6.0,166,488,2040,15,4.2,109,130,953,33,184,31.5,16.8,Own 31.0,2:43,5.6,27.9,1.68,208,82,39.4%,11,6,54.5%,53,27,50.9%
18,2004,350,5401,1071,5.0,24,10,320,328,535,3514,29,14,6.1,167,498,1887,10,3.8,118,114,976,35,189,29.6,12.2,Own 29.1,2:43,5.8,28.5,1.71,231,98,42.4%,19,7,36.8%,45,24,53.3%
19,2003,379,5360,997,5.4,28,13,298,331,522,3578,26,15,6.5,166,447,1782,14,4.0,105,119,953,27,192,30.2,13.5,Own 30.4,2:38,5.3,27.9,1.76,214,87,40.7%,13,8,61.5%,43,30,69.8%
20,2002,451,6117,1119,5.5,24,14,360,371,591,4150,27,10,6.7,221,495,1967,19,4.0,111,114,981,28,202,37.1,11.4,Own 30.0,2:45,5.7,30.2,2.02,233,105,45.1%,11,8,72.7%,64,39,60.9%
21,2001,424,5521,1015,5.4,22,6,321,312,514,3528,30,16,6.5,189,470,1993,15,4.2,99,95,896,33,187,34.2,10.7,Own 31.1,2:41,5.6,29.4,1.99,210,87,41.4%,13,6,46.2%,50,28,56.0%
22,2000,307,5033,993,5.1,42,17,279,311,544,3210,16,25,5.6,159,421,1823,14,4.3,96,112,913,24,202,27.7,19.3,Own 29.8,2:22,5.1,24.8,1.43,215,80,37.2%,16,9,56.3%,36,20,55.6%
23,1999,323,5291,1017,5.2,32,16,305,359,574,3760,21,16,6.0,185,393,1531,12,3.9,87,105,839,33,196,28.1,15.8,Own 28.8,2:32,5.3,26.9,1.52,213,84,39.4%,13,4,30.8%,49,21,42.9%
24,1998,378,5117,1004,5.1,21,9,308,284,474,3015,23,12,5.8,167,487,2102,15,4.3,113,98,791,28,,,,,,,,,,,,,,,,,
25,1997,306,4947,1021,4.8,25,8,268,281,507,3114,15,17,5.7,152,471,1833,15,3.9,98,112,841,18,,,,,,,,,,,,,,,,,
26,1996,368,5351,1044,5.1,19,8,324,311,502,3344,28,11,6.3,172,510,2007,12,3.9,126,114,938,26,,,,,,,,,,,,,,,,,
27,1995,336,5599,1031,5.4,35,13,350,354,580,3804,17,22,6.1,201,409,1795,15,4.4,110,120,1001,39,,,,,,,,,,,,,,,,,
28,1994,342,5405,1086,5.0,23,11,326,370,547,3546,21,12,6.2,169,511,1859,15,3.6,131,130,1036,26,,,,,,,,,,,,,,,,,
29,1993,292,4669,990,4.7,35,16,279,309,514,3020,19,19,5.4,154,433,1649,12,3.8,108,73,500,17,,,,,,,,,,,,,,,,,
30,1992,332,5058,976,5.2,32,11,308,296,487,3217,20,21,6.2,168,460,1841,14,4.0,119,111,871,21,,,,,,,,,,,,,,,,,
31,1991,295,5046,1008,5.0,36,17,305,315,534,3286,16,19,5.8,189,444,1760,16,4.0,93,94,704,23,,,,,,,,,,,,,,,,,
32,1990,413,5734,1080,5.3,35,18,334,319,507,3346,21,17,6.1,173,532,2388,22,4.5,142,97,788,19,,,,,,,,,,,,,,,,,
33,1989,364,5537,1064,5.2,32,16,314,370,570,3916,19,16,6.4,189,454,1621,18,3.6,98,107,993,27,,,,,,,,,,,,,,,,,
34,1988,313,5316,1071,5.0,36,21,334,337,513,3279,17,15,5.9,179,511,2037,16,4.0,128,106,869,27,,,,,,,,,,,,,,,,,
35,1987,384,5273,1005,5.2,32,13,314,259,459,3203,23,19,6.4,162,504,2070,18,4.1,122,115,907,30,,,,,,,,,,,,,,,,,
36,1986,326,5149,1028,5.0,41,19,298,279,468,2800,14,22,5.5,148,519,2349,15,4.5,134,99,781,16,,,,,,,,,,,,,,,,,
37,1985,366,5591,1083,5.2,36,18,359,283,478,2906,16,18,5.6,156,560,2685,19,4.8,179,105,729,24,,,,,,,,,,,,,,,,,
38,1984,408,5319,1022,5.2,25,11,328,288,466,3511,27,14,7.0,177,519,1808,17,3.5,120,107,978,31,,,,,,,,,,,,,,,,,
39,1983,286,5216,1061,4.9,37,15,324,297,515,3112,21,22,5.6,161,503,2104,11,4.2,133,117,1062,30,,,,,,,,,,,,,,,,,
40,1982,176,2722,591,4.6,26,8,162,155,288,1868,11,18,5.8,96,271,854,6,3.2,54,74,605,12,,,,,,,,,,,,,,,,,
41,1981,322,4846,991,4.9,39,15,279,261,475,3223,22,24,6.2,158,469,1623,14,3.5,93,95,872,28,,,,,,,,,,,,,,,,,
42,1980,272,4533,955,4.7,34,11,265,256,462,2934,14,23,5.8,143,449,1599,9,3.6,100,98,815,22,,,,,,,,,,,,,,,,,
43,1979,365,4957,1085,4.6,26,12,311,220,402,2442,15,14,5.5,128,638,2515,22,3.9,142,118,972,41,,,,,,,,,,,,,,,,,
44,1978,300,4483,970,4.6,41,19,276,191,350,2299,19,22,5.7,125,565,2184,18,3.9,115,128,1043,36,,,,,,,,,,,,,,,,,
45,1977,252,3772,855,4.4,35,16,206,161,302,1867,14,19,5.6,103,521,1905,13,3.7,93,88,770,10,,,,,,,,,,,,,,,,,
46,1976,220,3587,837,4.3,39,15,191,137,313,1686,11,24,4.9,76,496,1901,13,3.8,94,88,696,21,,,,,,,,,,,,,,,,,
47,1975,262,4000,878,4.6,37,17,235,181,360,2071,16,20,5.2,116,480,1929,12,4.0,100,95,784,19,,,,,,,,,,,,,,,,,
48,1974,270,4338,915,4.7,30,13,270,219,405,2236,13,17,5.2,124,486,2102,17,4.3,127,71,566,19,,,,,,,,,,,,,,,,,
49,1973,247,3905,866,4.5,33,11,245,173,332,1788,15,22,4.9,98,501,2117,10,4.2,127,68,606,20,,,,,,,,,,,,,,,,,
50,1972,290,4208,824,5.1,27,15,239,171,312,2004,18,12,6.0,103,491,2204,14,4.5,126,86,703,10,,,,,,,,,,,,,,,,,
51,1971,286,3859,756,5.1,33,11,210,163,306,2017,17,22,6.2,99,432,1842,15,4.3,97,97,942,14,,,,,,,,,,,,,,,,,
52,1970,202,3448,756,4.6,44,16,186,194,371,2296,14,28,5.8,112,362,1152,7,3.2,61,90,805,13,,,,,,,,,,,,,,,,,
53,1969,188,3084,768,4.0,42,21,182,167,350,1861,15,21,4.7,101,372,1223,7,3.3,64,90,857,17,,,,,,,,,,,,,,,,,
54,1968,241,3837,830,4.6,36,12,214,157,337,2157,12,24,5.8,105,457,1680,13,3.7,92,76,658,17,,,,,,,,,,,,,,,,,
55,1967,259,3528,822,4.3,33,10,205,143,312,1733,11,23,4.9,85,471,1795,15,3.8,98,73,822,22,,,,,,,,,,,,,,,,,
56,1966,317,4414,876,5.0,35,11,240,210,363,2408,19,24,6.1,108,479,2006,16,4.2,109,61,564,23,,,,,,,,,,,,,,,,,
57,1965,295,3557,802,4.4,46,20,210,190,344,2097,21,26,5.3,104,409,1460,9,3.6,84,61,637,22,,,,,,,,,,,,,,,,,
58,1964,260,4062,885,4.6,30,8,241,226,406,2424,14,22,5.3,128,429,1638,10,3.8,92,83,805,21,,,,,,,,,,,,,,,,,
59,1963,265,3761,828,4.5,35,11,194,183,378,2197,17,24,5.2,109,405,1564,12,3.9,74,57,624,11,,,,,,,,,,,,,,,,,
60,1962,177,3217,720,4.5,47,23,180,187,367,1986,11,24,5.4,105,353,1231,6,3.5,62,51,527,13,,,,,,,,,,,,,,,,,
61,1961,258,3938,797,4.9,41,12,222,203,385,2418,11,29,6.3,121,412,1520,14,3.7,89,39,381,12,,,,,,,,,,,,,,,,,
62,1960,212,3397,714,4.8,30,11,204,175,354,2049,17,19,5.8,94,360,1348,9,3.7,87,60,637,23,,,,,,,,,,,,,,,,,
63,1959,275,3656,691,5.3,33,19,196,147,288,2094,19,14,7.3,103,403,1562,13,3.9,79,64,603,14,,,,,,,,,,,,,,,,,
64,1958,276,3837,727,5.3,38,16,199,167,320,2117,15,22,6.6,95,407,1720,19,4.2,94,52,458,10,,,,,,,,,,,,,,,,,
65,1957,231,3365,696,4.8,43,18,198,163,290,1844,15,25,6.4,100,406,1521,13,3.7,81,65,577,17,,,,,,,,,,,,,,,,,
66,1956,188,3408,670,5.1,40,12,181,138,297,1905,11,28,6.4,84,373,1503,9,4.0,81,48,519,16,,,,,,,,,,,,,,,,,
67,1955,275,4015,753,5.3,39,24,217,163,304,2164,18,15,7.1,110,449,1851,16,4.1,95,62,544,12,,,,,,,,,,,,,,,,,
68,1954,189,3746,754,5.0,42,12,199,150,357,2226,10,30,6.2,99,397,1520,13,3.8,85,53,489,15,,,,,,,,,,,,,,,,,
69,1953,205,3545,758,4.7,53,15,194,159,354,1965,13,38,5.6,96,404,1580,10,3.9,91,53,463,7,,,,,,,,,,,,,,,,,
70,1952,192,3245,735,4.4,57,25,195,182,382,2100,15,32,5.5,105,353,1145,8,3.2,74,62,596,16,,,,,,,,,,,,,,,,,
71,1951,259,3864,828,4.7,31,16,235,181,374,2355,18,15,6.3,107,454,1509,13,3.3,102,81,656,26,,,,,,,,,,,,,,,,,
72,1950,285,3677,780,4.7,55,24,200,191,381,2310,23,31,6.1,113,399,1367,13,3.4,70,86,803,17,,,,,,,,,,,,,,,,,
73,1949,259,3435,803,4.3,49,17,204,149,312,1608,14,32,5.2,85,491,1827,15,3.7,103,73,700,16,,,,,,,,,,,,,,,,,
74,1948,407,4558,797,5.7,33,19,253,161,302,2176,25,14,7.2,103,495,2382,27,4.8,135,94,894,15,,,,,,,,,,,,,,,,,
75,1947,305,4405,771,5.7,43,18,220,156,310,2430,21,25,7.8,106,461,1975,18,4.3,96,112,1039,18,,,,,,,,,,,,,,,,,
76,1946,310,3673,730,5.0,29,16,203,123,249,1975,20,13,7.9,78,481,1698,21,3.5,104,100,912,21,,,,,,,,,,,,,,,,,
77,1945,194,2527,583,4.3,33,10,105,89,227,1615,17,23,7.1,42,356,912,7,2.6,46,64,568,17,,,,,,,,,,,,,,,,,
78,1944,151,2658,649,4.1,42,16,129,106,246,1442,15,26,5.9,57,403,1216,7,3.0,63,51,405,9,,,,,,,,,,,,,,,,,
79,1943,218,2819,608,4.6,31,12,130,109,227,1606,16,19,7.1,54,381,1213,13,3.2,69,58,501,7,,,,,,,,,,,,,,,,,
80,1942,263,3046,659,4.6,28,10,128,103,219,1623,22,18,7.4,51,440,1423,13,3.2,69,53,441,8,,,,,,,,,,,,,,,,,
81,1941,195,3021,722,4.2,30,12,160,112,247,1605,8,18,6.5,61,475,1416,8,3.0,89,36,415,10,,,,,,,,,,,,,,,,,
82,1940,153,2357,558,4.2,49,20,,77,177,1034,6,29,5.8,,381,1323,13,3.5,,0,0,,,,,,,,,,,,,,,,,,
83,1939,150,2603,592,4.4,26,12,,92,217,1400,13,14,6.5,,375,1203,5,3.2,,0,0,,,,,,,,,,,,,,,,,,
84,1938,108,2186,543,4.0,36,13,,77,205,1105,9,23,5.4,,338,1081,6,3.2,,0,0,,,,,,,,,,,,,,,,,,
85,1937,105,2133,552,3.9,41,17,,59,165,804,4,24,4.9,,387,1329,8,3.4,,0,0,,,,,,,,,,,,,,,,,,
86,1936,102,2454,640,3.8,35,13,,70,194,1027,6,22,5.3,,446,1427,3,3.2,,0,0,,,,,,,,,,,,,,,,,,
87,1935,111,1970,624,3.2,52,27,,58,181,931,8,25,5.1,,443,1039,3,2.3,,0,0,,,,,,,,,,,,,,,,,,
88,1934,59,1909,637,3.0,33,0,,53,200,678,5,33,3.4,,437,1231,2,2.8,,0,0,,,,,,,,,,,,,,,,,,
89,1933,87,1980,520,3.8,22,0,,32,107,558,5,22,5.2,,413,1422,5,3.4,,0,0,,,,,,,,,,,,,,,,,,
90,1932,71,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
91,1931,77,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
92,1930,161,,,,,0,,0,0,0,0,0,,,0,0,0,,,0,0,,,,,,,,,,,,,,,,,,
