,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,361,5106.0,960.0,5.3,28.0,10,274.0,275,496,3440,24,18,6.2,180.0,409,1666,18,4.1,76.0,115,872,18.0,,,,,,,,,,,,,,,,,
1,buf,367,4853.0,1041.0,4.7,22.0,7,265.0,287,502,3061,17,15,5.6,160.0,493,1792,11,3.6,85.0,98,992,20.0,,,,,,,,,,,,,,,,,
2,car,314,4980.0,1023.0,4.9,22.0,11,290.0,260,490,3007,17,11,5.7,163.0,497,1973,12,4.0,112.0,97,757,15.0,,,,,,,,,,,,,,,,,
3,chi,421,4888.0,935.0,5.2,30.0,17,281.0,273,476,3030,25,13,5.9,156.0,421,1858,18,4.4,97.0,93,763,28.0,,,,,,,,,,,,,,,,,
4,cin,405,5682.0,1091.0,5.2,23.0,10,351.0,309,542,3459,30,13,6.0,188.0,514,2223,15,4.3,141.0,107,951,22.0,,,,,,,,,,,,,,,,,
5,clt,401,4854.0,928.0,5.2,25.0,13,280.0,261,453,2820,26,12,5.8,163.0,438,2034,18,4.6,95.0,102,861,22.0,,,,,,,,,,,,,,,,,
6,crd,379,5426.0,1049.0,5.2,20.0,5,298.0,279,491,3246,23,15,6.2,167.0,524,2180,13,4.2,112.0,113,981,19.0,,,,,,,,,,,,,,,,,
7,dal,314,4516.0,1022.0,4.4,19.0,12,281.0,253,473,2522,20,7,4.9,139.0,511,1994,12,3.9,104.0,99,757,38.0,,,,,,,,,,,,,,,,,
8,den,287,4671.0,951.0,4.9,31.0,13,258.0,290,526,2868,20,18,5.0,145.0,381,1803,10,4.7,83.0,130,1118,30.0,,,,,,,,,,,,,,,,,
9,det,306,4947.0,1021.0,4.8,25.0,8,268.0,281,507,3114,15,17,5.7,152.0,471,1833,15,3.9,98.0,112,841,18.0,,,,,,,,,,,,,,,,,
