,Team Abbreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,atl,320,4716.0,980.0,4.8,24.0,13,281.0,273,484,3073,26,11,5.7,168.0,442,1643,8,3.7,88.0,101,773,25.0,,,,,,,,,,,,,,,,,
1,buf,255,4657.0,1014.0,4.6,42.0,17,268.0,293,546,2875,14,25,4.9,144.0,422,1782,12,4.2,98.0,92,742,26.0,,,,,,,,,,,,,,,,,
2,car,265,4615.0,1019.0,4.5,39.0,15,284.0,289,534,2845,17,24,4.9,170.0,441,1770,11,4.0,91.0,94,763,23.0,,,,,,,,,,,,,,,,,
3,chi,263,4990.0,1128.0,4.4,41.0,19,305.0,336,595,3244,14,22,5.1,188.0,490,1746,14,3.6,94.0,107,867,23.0,,,,,,,,,,,,,,,,,
4,cin,355,5282.0,1002.0,5.3,22.0,13,310.0,302,504,3316,21,9,6.0,171.0,452,1966,23,4.3,104.0,98,877,35.0,,,,,,,,,,,,,,,,,
5,clt,313,4869.0,1035.0,4.7,28.0,11,301.0,317,523,3142,16,17,5.4,171.0,450,1727,10,3.8,109.0,106,880,21.0,,,,,,,,,,,,,,,,,
6,crd,283,4713.0,1075.0,4.4,42.0,20,295.0,317,602,3458,19,22,5.1,186.0,395,1255,9,3.2,79.0,93,775,30.0,,,,,,,,,,,,,,,,,
7,dal,304,4778.0,1015.0,4.7,23.0,11,279.0,314,553,3141,19,12,5.3,170.0,423,1637,6,3.9,82.0,116,1058,27.0,,,,,,,,,,,,,,,,,
8,den,472,5872.0,1068.0,5.5,21.0,10,340.0,287,513,3494,27,11,6.4,172.0,520,2378,18,4.6,138.0,116,1006,30.0,,,,,,,,,,,,,,,,,
9,det,379,5798.0,1028.0,5.6,28.0,11,304.0,304,540,3334,19,17,5.7,166.0,447,2464,19,5.5,120.0,94,866,18.0,,,,,,,,,,,,,,,,,
10,gnb,422,5614.0,1008.0,5.6,32.0,16,325.0,309,523,3705,35,16,6.7,191.0,459,1909,9,4.2,103.0,93,718,31.0,,,,,,,,,,,,,,,,,
11,jax,394,5424.0,998.0,5.4,20.0,11,308.0,313,504,3704,20,9,6.8,187.0,454,1720,20,3.8,103.0,110,914,18.0,,,,,,,,,,,,,,,,,
12,kan,375,5064.0,1054.0,4.8,20.0,10,315.0,281,493,2893,20,10,5.5,163.0,529,2171,15,4.1,129.0,121,1035,23.0,,,,,,,,,,,,,,,,,
13,mia,339,5135.0,1028.0,5.0,20.0,8,311.0,332,576,3792,16,12,6.3,199.0,430,1343,18,3.1,87.0,93,783,25.0,,,,,,,,,,,,,,,,,
14,min,354,5354.0,1022.0,5.2,22.0,6,293.0,319,540,3313,26,16,5.8,177.0,449,2041,14,4.5,96.0,97,800,20.0,,,,,,,,,,,,,,,,,
15,nor,237,4045.0,925.0,4.4,55.0,22,229.0,228,458,2584,13,33,5.1,127.0,417,1461,9,3.5,78.0,101,811,24.0,,,,,,,,,,,,,,,,,
16,nwe,369,5014.0,960.0,5.2,22.0,7,267.0,321,532,3550,31,15,6.3,173.0,398,1464,6,3.7,71.0,99,845,23.0,,,,,,,,,,,,,,,,,
17,nyg,307,4513.0,1027.0,4.4,19.0,7,273.0,249,474,2525,16,12,5.0,124.0,521,1988,14,3.8,113.0,116,1005,36.0,,,,,,,,,,,,,,,,,
18,nyj,348,4727.0,1043.0,4.5,22.0,12,291.0,319,564,3242,20,10,5.3,173.0,431,1485,10,3.4,97.0,83,678,21.0,,,,,,,,,,,,,,,,,
19,oti,333,4919.0,993.0,5.0,26.0,13,288.0,220,420,2505,15,13,5.5,136.0,541,2414,17,4.5,130.0,103,814,22.0,,,,,,,,,,,,,,,,,
20,phi,317,5590.0,1116.0,5.0,32.0,16,326.0,330,587,3647,22,16,5.6,203.0,465,1943,11,4.2,105.0,104,866,18.0,,,,,,,,,,,,,,,,,
21,pit,372,5542.0,1058.0,5.2,33.0,14,326.0,253,466,3063,22,19,6.3,157.0,572,2479,19,4.3,154.0,95,861,15.0,,,,,,,,,,,,,,,,,
22,rai,324,5102.0,947.0,5.4,24.0,14,263.0,294,529,3514,29,10,6.0,170.0,360,1588,9,4.4,74.0,117,976,19.0,,,,,,,,,,,,,,,,,
23,ram,299,4761.0,1013.0,4.7,30.0,15,271.0,271,526,3198,14,15,5.6,161.0,443,1563,15,3.5,85.0,142,1065,25.0,,,,,,,,,,,,,,,,,
24,rav,326,5291.0,1043.0,5.1,33.0,17,292.0,338,586,3702,25,16,5.9,176.0,420,1589,7,3.8,99.0,101,777,17.0,,,,,,,,,,,,,,,,,
25,sdg,266,4505.0,1025.0,4.4,35.0,14,251.0,291,565,3089,12,21,5.0,160.0,409,1416,5,3.5,70.0,129,1101,21.0,,,,,,,,,,,,,,,,,
26,sea,365,5759.0,1049.0,5.5,32.0,11,331.0,359,609,3959,26,21,6.1,207.0,404,1800,13,4.5,98.0,109,911,26.0,,,,,,,,,,,,,,,,,
27,sfo,375,5112.0,999.0,5.1,20.0,9,294.0,278,432,3143,20,11,6.6,167.0,523,1969,16,3.8,106.0,115,979,21.0,,,,,,,,,,,,,,,,,
28,tam,299,4376.0,915.0,4.8,23.0,11,249.0,224,404,2442,21,12,5.6,134.0,479,1934,15,4.0,88.0,77,660,27.0,,,,,,,,,,,,,,,,,
29,was,327,4998.0,1033.0,4.8,29.0,7,300.0,283,547,3383,22,22,5.8,192.0,453,1615,12,3.6,86.0,78,639,22.0,,,,,,,,,,,,,,,,,
