Year,Age,Level,Employer,Role
1978,24,College,Brigham Young,Graduate Assistant
1981,27,College,San Diego State,Tight Ends
1982,28,College,San Diego State,Tight Ends
1983,29,College,San Diego State,Tight Ends
1984,30,College,San Diego State,Tight Ends
1985,31,College,San Diego State,Tight Ends
1986,32,College,Utah State,Offensive Coordinator
1987,33,College,Utah State,Offensive Coordinator
1988,34,College,Utah State,Offensive Coordinator
1989,35,College,Stanford,Assistant Head Coach/Tight Ends
1990,36,College,Stanford,Assistant Head Coach/Tight Ends
1991,37,College,Stanford,Assistant Head Coach/Tight Ends
1992,38,NFL,Minnesota Vikings,Tight Ends
1993,39,NFL,Minnesota Vikings,Offensive Coordinator/Tight Ends
1994,40,NFL,Minnesota Vikings,Offensive Coordinator
1995,41,NFL,Minnesota Vikings,Offensive Coordinator
1996,42,NFL,Minnesota Vikings,Offensive Coordinator
1997,43,NFL,Minnesota Vikings,Offensive Coordinator
1998,44,NFL,Minnesota Vikings,Offensive Coordinator
1999,45,NFL,Baltimore Ravens,Head Coach
2000,46,NFL,Baltimore Ravens,Head Coach
2001,47,NFL,Baltimore Ravens,Head Coach
2002,48,NFL,Baltimore Ravens,Head Coach
2003,49,NFL,Baltimore Ravens,Head Coach
2004,50,NFL,Baltimore Ravens,Head Coach
2005,51,NFL,Baltimore Ravens,Head Coach
2006,52,NFL,Baltimore Ravens,Head Coach
2007,53,NFL,Baltimore Ravens,Head Coach
