,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
0,1999,45,BAL,NFL,16,8,8,0,.500,0.9,-1.6,2.5,,,,,3,6,0,
1,2000,46,BAL,NFL,16,12,4,0,.750,8.0,0.0,8.0,4,4,0,1.000,2,5,3,Super Bowl Champions
2,2001,47,BAL,NFL,16,10,6,0,.625,3.2,-0.8,4.0,2,1,1,.500,2,6,3,
3,2002,48,BAL,NFL,16,7,9,0,.438,-2.1,-1.5,-0.6,,,,,3,5,2,
4,2003,49,BAL,NFL,16,10,6,0,.625,6.3,3.3,3.0,1,0,1,.000,1,8,1,
5,2004,50,BAL,NFL,16,9,7,0,.563,6.1,-0.6,6.8,,,,,2,4,1,
6,2005,51,BAL,NFL,16,6,10,0,.375,-1.8,-3.5,1.7,,,,,3,8,3,
7,2006,52,BAL,NFL,16,13,3,0,.813,9.3,1.5,7.8,1,0,1,.000,1,6,1,
8,2007,53,BAL,NFL,16,5,11,0,.313,-6.7,-5.0,-1.8,,,,,4,10,2,
