,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1993,MIN,OC,28,9,5,17,8,17,20,5,17,21,21,17,4,12,14,13,9,14,1,12,9,7,6,21,10,23,7,6,1,2,8
1,1994,MIN,OC,28,6,13,8,2,3,7,21,19,20,17,17,19,2,3,18,23,9,5,13,7,1,1,5,1,4,26,21,23,10,8
2,1995,MIN,OC,30,14,2,10,8,4,4,13,17,16,19,11,13,3,5,2,13,13,20,27,2,2,4,8,8,11,29,28,27,2,21
3,1996,MIN,OC,30,10,11,17,11,12,23,17,20,24,27,20,14,8,8,8,17,10,16,15,8,16,24,22,30,14,17,9,10,7,7
4,1997,MIN,OC,30,10,10,16,21,8,11,7,15,6,12,3,1,12,14,5,16,13,29,19,17,13,23,17,28,7,19,29,28,25,27
5,1998,MIN,OC,30,1,2,1,2,2,1,3,15,11,8,5,1,13,1,1,15,1,13,6,6,9,11,14,16,6,25,19,3,10,15
6,1999,BAL,HC,31,12,14,11,5,24,14,13,15,16,20,10,11,13,25,15,22,28,2,6,14,5,2,2,2,21,30,6,11,9,1
7,2000,BAL,HC,31,2,1,2,4,16,14,9,5,5,24,8,1,20,22,15,20,24,2,1,1,3,1,1,1,1,13,8,2,5,7
8,2001,BAL,HC,31,9,23,11,4,14,18,25,5,11,14,25,27,7,16,17,20,20,2,4,16,9,4,11,3,14,25,8,7,17,2
9,2002,BAL,HC,32,20,17,22,27,26,23,22,18,16,26,14,27,25,27,19,9,25,22,19,8,22,13,23,2,32,26,26,4,2,20
10,2003,BAL,HC,32,8,9,6,10,21,8,30,1,1,5,3,31,32,32,26,21,27,3,6,2,14,6,1,3,2,25,4,13,4,1
11,2004,BAL,HC,32,10,5,9,23,31,20,9,8,9,17,15,20,26,31,30,3,31,6,6,7,20,8,8,2,9,12,10,1,6,9
12,2005,BAL,HC,32,19,28,18,17,24,25,28,16,21,30,27,26,8,22,23,27,27,5,10,21,13,9,3,8,5,18,8,9,25,2
13,2006,BAL,HC,32,2,1,3,6,17,12,6,11,25,22,31,6,13,11,13,11,8,1,1,2,2,2,1,2,14,13,6,5,1,2
14,2007,BAL,HC,32,25,32,26,16,22,24,32,13,16,18,17,32,13,23,28,6,29,6,22,26,17,2,7,1,31,6,20,26,14,30
