Year,Age,Level,Employer,Role
2005,39,NFL,Miami Dolphins,Quarterbacks
2006,40,NFL,Miami Dolphins,Quarterbacks
2007,41,NFL,Dallas Cowboys,Offensive Coordinator
2008,42,NFL,Dallas Cowboys,Assistant Head Coach/Offensive Coordinator
2009,43,NFL,Dallas Cowboys,Assistant Head Coach/Offensive Coordinator
2010,44,NFL,Dallas Cowboys,Assistant Head Coach/Offensive Coordinator
2010,44,NFL,Dallas Cowboys,Head Coach
2011,45,NFL,Dallas Cowboys,Head Coach
2012,46,NFL,Dallas Cowboys,Head Coach
2013,47,NFL,Dallas Cowboys,Head Coach
2014,48,NFL,Dallas Cowboys,Head Coach
2015,49,NFL,Dallas Cowboys,Head Coach
2016,50,NFL,Dallas Cowboys,Head Coach
2017,51,NFL,Dallas Cowboys,Head Coach
2018,52,NFL,Dallas Cowboys,Head Coach
2019,53,NFL,Dallas Cowboys,Head Coach
2020,54,NFL,New York Giants,Offensive Coordinator
2021,55,NFL,New York Giants,Offensive Coordinator
