,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,2014,NYG,OC,32,23,19,19,20,10,13,25,10,23,12,30,29,9,7,9,15,9,29,22,10,19,30,24,32,18,3,18,15,11,24
1,2015,NYG,OC,32,22,5,16,29,8,6,13,19,18,29,18,2,6,7,1,19,11,32,30,6,22,24,26,24,4,29,32,25,10,29
2,2016,NYG,HC,32,5,21,12,22,25,26,24,22,29,32,30,24,8,17,13,22,19,10,2,11,12,3,5,2,19,29,23,2,4,7
3,2017,NYG,HC,32,31,20,31,31,21,31,14,25,26,28,22,14,1,19,23,20,26,31,27,23,24,27,9,20,23,23,31,32,15,27
4,2022,CAR,OC,32,20,24,23,28,29,20,8,12,10,11,14,7,29,29,28,15,17,22,19,27,23,18,21,12,23,19,22,19,24,21
