,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1924,28,Kansas City Blues,NFL,9,2,7,0,.222,-2.6,-1.6,-1.0,,,,,15,
1,1925,29,Kansas City Cowboys,NFL,8,2,5,1,.286,4.5,5.2,-0.7,,,,,13,
2,1926,30,Kansas City Cowboys,NFL,11,8,3,0,.727,5.5,1.2,4.3,,,,,4,
3,1927,31,Cleveland Bulldogs,NFL,13,8,4,1,.667,12.4,9.3,3.1,,,,,4,
4,1928,32,Detroit Wolverines,NFL,10,7,2,1,.778,12.6,10.2,2.4,,,,,3,
5,1929,33,New York Giants,NFL,15,13,1,1,.929,13.9,12.1,1.8,,,,,2,
6,1930,34,New York Giants,NFL,15,11,4,0,.733,11.7,7.8,3.9,,,,,2,
7,1931,35,Chicago Cardinals,NFL,1,0,1,0,.000,3.0,5.4,-2.3,,,,,4,
