Year,Age,Level,Employer,Role
1973,32,College,Mississippi State,Assistant
1974,33,NFL,New England Patriots,Wide Receivers
1975,34,NFL,New England Patriots,Wide Receivers
1976,35,NFL,New England Patriots,Wide Receivers
1977,36,NFL,New England Patriots,Wide Receivers
1978,37,NFL,San Diego Chargers,Offensive Coordinator
1979,38,NFL,New York Giants,Head Coach
1980,39,NFL,New York Giants,Head Coach
1981,40,NFL,New York Giants,Head Coach
1982,41,NFL,New York Giants,Head Coach
1983,42,College,Alabama,Head Coach
1984,43,College,Alabama,Head Coach
1985,44,College,Alabama,Head Coach
1986,45,College,Alabama,Head Coach
1987,46,NFL,Tampa Bay Buccaneers,Head Coach
1988,47,NFL,Tampa Bay Buccaneers,Head Coach
1989,48,NFL,Tampa Bay Buccaneers,Head Coach
1990,49,NFL,Tampa Bay Buccaneers,Head Coach
1992,51,College,Arkansas State,Head Coach
1993,52,NFL,New England Patriots,Offensive Coordinator
1994,53,NFL,New England Patriots,Offensive Coordinator
1995,54,NFL,New England Patriots,Offensive Coordinator
1996,55,NFL,New England Patriots,Offensive Coordinator
1997,56,NFL,Oakland Raiders,Offensive Coordinator
1999,58,NFL,Cleveland Browns,Tight Ends
2000,59,NFL,Cleveland Browns,Running Backs
2012,71,College,Jones County JC,Head Coach
2013,72,College,Jones County JC,Head Coach
2014,73,High School,Oak Grove HS,Head Coach
2015,74,High School,Oak Grove HS,Head Coach
2016,75,High School,Oak Grove HS,Head Coach
2017,76,High School,Oak Grove HS,Head Coach
