Year,Age,Level,Employer,Role
1997,30,NFL,New York Jets,Offensive Assistant/Quality Control
1998,31,NFL,New York Jets,Offensive Assistant/Quality Control
1999,32,NFL,New York Jets,Wide Receivers
2000,33,NFL,New York Jets,Wide Receivers
2001,34,NFL,Chicago Bears,Wide Receivers
2002,35,NFL,Chicago Bears,Wide Receivers
2003,36,NFL,Chicago Bears,Wide Receivers
2004,37,NFL,Dallas Cowboys,Wide Receivers/Passing Game Coordinator
2005,38,NFL,Dallas Cowboys,Wide Receivers/Passing Game Coordinator
2006,39,NFL,Dallas Cowboys,Wide Receivers/Passing Game Coordinator
2007,40,NFL,Arizona Cardinals,Offensive Coordinator
2008,41,NFL,Arizona Cardinals,Offensive Coordinator
2009,42,NFL,Kansas City Chiefs,Head Coach
2010,43,NFL,Kansas City Chiefs,Head Coach
2011,44,NFL,Kansas City Chiefs,Head Coach
2012,45,NFL,Pittsburgh Steelers,Offensive Coordinator
2013,46,NFL,Pittsburgh Steelers,Offensive Coordinator
2014,47,NFL,Pittsburgh Steelers,Offensive Coordinator
2015,48,NFL,Pittsburgh Steelers,Offensive Coordinator
2016,49,NFL,Pittsburgh Steelers,Offensive Coordinator
2017,50,NFL,Pittsburgh Steelers,Offensive Coordinator
2018,51,NFL,Cleveland Browns,Offensive Coordinator
2020,53,High School,Riverview HS (Sarasota FL),Offensive Coordinator
2021,54,High School,Riverview HS (Sarasota FL),Offensive Coordinator
2022,55,USFL,Tampa Bay Bandits,Head Coach
2023,56,USFL,Memphis Showboats,Head Coach
