Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
2009,42,KAN,NFL,16,4,12,0,.250,-8.4,-2.5,-5.9,,,,,4,7,1,
2010,43,KAN,NFL,16,10,6,0,.625,-0.7,-1.5,0.8,1,0,1,.000,1,10,6,
2011,44,KAN,NFL,13,5,8,0,.385,-8.1,-10.2,2.1,,,,,4,6,1,Fired after week 14
