Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1972,45,DEN,NFL,14,5,9,0,.357,-1.9,2.9,-4.7,,,,,3,
1973,46,DEN,NFL,14,7,5,2,.571,2.9,5.4,-2.5,,,,,3,
1974,47,DEN,NFL,14,7,6,1,.536,0.6,3.4,-2.8,,,,,2,
1975,48,DEN,NFL,14,6,8,0,.429,-3.4,-2.7,-0.7,,,,,2,
1976,49,DEN,NFL,14,9,5,0,.643,6.9,2.5,4.4,,,,,2,
