Year,Age,Level,Employer,Role
1955,22,High School,Ishpeming HS (MI),Head Coach
1956,23,High School,Ishpeming HS (MI),Head Coach
1957,24,High School,Ishpeming HS (MI),Head Coach
1958,25,College,Arizona State,Assistant Coach
1959,26,College,Arizona State,Assistant Coach
1960,27,College,Arizona State,Assistant Coach
1961,28,College,Arizona State,Assistant Coach
1962,29,College,Houston,Assistant Coach
1963,30,College,Houston,Assistant Coach
1964,31,College,Houston,Assistant Coach
1965,32,College,Houston,Assistant Coach
1966,33,College,Oklahoma,Assistant Coach
1967,34,College,Oklahoma,Head Coach
1968,35,College,Oklahoma,Head Coach
1969,36,College,Oklahoma,Head Coach
1970,37,College,Oklahoma,Head Coach
1971,38,College,Oklahoma,Head Coach
1972,39,College,Oklahoma,Head Coach
1973,40,NFL,New England Patriots,Head Coach
1974,41,NFL,New England Patriots,Head Coach
1975,42,NFL,New England Patriots,Head Coach
1976,43,NFL,New England Patriots,Head Coach
1977,44,NFL,New England Patriots,Head Coach
1978,45,NFL,New England Patriots,Head Coach
1979,46,College,Colorado,Head Coach
1980,47,College,Colorado,Head Coach
1981,48,College,Colorado,Head Coach
1983,50,USFL,New Jersey Generals,Head Coach
