Year,Age,Level,Employer,Role
1997,25,College,Michigan State,Graduate Assistant
1998,26,College,Michigan State,Graduate Assistant
1999,27,College,Miami (OH),Defensive Backs
2000,28,College,LSU,Defensive Backs
2001,29,College,Ohio State,Defensive Backs
2002,30,College,Ohio State,Defensive Backs
2003,31,College,Ohio State,Defensive Backs
2004,32,College,Ohio State,Co-Defensive Coordinator
2005,33,NFL,Cleveland Browns,Defensive Backs
2006,34,NFL,Cleveland Browns,Defensive Backs
2007,35,NFL,Cleveland Browns,Defensive Backs
2008,36,NFL,Cleveland Browns,Defensive Coordinator
2009,37,NFL,Jacksonville Jaguars,Defensive Coordinator
2010,38,NFL,Jacksonville Jaguars,Defensive Coordinator
2011,39,NFL,Jacksonville Jaguars,Defensive Coordinator/Interim Head Coach
2011,39,NFL,Jacksonville Jaguars,Offensive Coordinator
2012,40,NFL,Jacksonville Jaguars,Defensive Coordinator/Asst. Head Coach
2013,41,NFL,Chicago Bears,Defensive Coordinator
2014,42,NFL,Chicago Bears,Defensive Coordinator
2015,43,College,Alabama,Assistant Head Coach/DB
2016,44,College,Georgia,Defensive Coordinator/DB
2017,45,College,Georgia,Defensive Coordinator/DB
2018,46,College,Georgia,Defensive Coordinator/DB
2019,47,College,Colorado,Head Coach
2020,48,College,Michigan State,Head Coach
2021,49,College,Michigan State,Head Coach
2022,50,College,Michigan State,Head Coach
2023,51,College,Michigan State,Head Coach
