,Team Abreviation,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
0,bkn,131.0,2204.0,552.0,4.0,9.0,0.0,96.0,69.0,171.0,992.0,6.0,9.0,5.8,,381.0,1212.0,9.0,3.2,,0.0,332.0,,,,,,,,,,,,,,,,,,
1,chi,194.0,2908.0,658.0,4.4,18.0,0.0,141.0,72.0,197.0,1222.0,12.0,18.0,6.2,,461.0,1686.0,11.0,3.7,,0.0,350.0,,,,,,,,,,,,,,,,,,
2,crd,111.0,2489.0,622.0,4.0,26.0,0.0,121.0,114.0,240.0,1340.0,4.0,26.0,5.6,,382.0,1149.0,9.0,3.0,,0.0,286.0,,,,,,,,,,,,,,,,,,
3,det,119.0,2640.0,620.0,4.3,16.0,0.0,129.0,49.0,148.0,747.0,3.0,16.0,5.0,,472.0,1893.0,11.0,4.0,,0.0,345.0,,,,,,,,,,,,,,,,,,
4,gnb,223.0,3037.0,664.0,4.6,20.0,0.0,134.0,91.0,210.0,1466.0,20.0,20.0,7.0,,454.0,1571.0,9.0,3.5,,0.0,250.0,,,,,,,,,,,,,,,,,,
5,nyg,194.0,2692.0,652.0,4.1,19.0,0.0,132.0,91.0,186.0,1142.0,10.0,19.0,6.1,,466.0,1550.0,12.0,3.3,,0.0,233.0,,,,,,,,,,,,,,,,,,
6,phi,154.0,1928.0,537.0,3.6,19.0,0.0,86.0,64.0,191.0,917.0,15.0,19.0,4.8,,346.0,1011.0,2.0,2.9,,0.0,220.0,,,,,,,,,,,,,,,,,,
7,pit,79.0,2330.0,651.0,3.6,32.0,0.0,103.0,72.0,194.0,916.0,5.0,32.0,4.7,,457.0,1414.0,5.0,3.1,,0.0,225.0,,,,,,,,,,,,,,,,,,
8,ram,131.0,2161.0,581.0,3.7,34.0,0.0,101.0,88.0,245.0,1363.0,9.0,34.0,5.6,,336.0,798.0,5.0,2.4,,0.0,195.0,,,,,,,,,,,,,,,,,,
9,was,148.0,2960.0,636.0,4.7,28.0,0.0,147.0,114.0,248.0,1536.0,9.0,28.0,6.2,,388.0,1424.0,10.0,3.7,,0.0,410.0,,,,,,,,,,,,,,,,,,
