Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Num,Won,Notes
2000,63,CIN,NFL,13,4,9,0,.308,-10.5,-8.1,-2.4,,,,,5,4,2,Coach starting week 5
2001,64,CIN,NFL,16,6,10,0,.375,-3.5,-4.5,1.0,,,,,6,8,1,
2002,65,CIN,NFL,16,2,14,0,.125,-10.5,-3.6,-6.9,,,,,4,6,0,
