Year,Age,Level,Employer,Role
1973,36,NFL,Philadelphia Eagles,Special Teams
1974,37,NFL,Philadelphia Eagles,Special Teams
1975,38,NFL,Philadelphia Eagles,Special Teams
1976,39,NFL,Green Bay Packers,Defensive Backs
1977,40,NFL,Green Bay Packers,Defensive Backs
1978,41,NFL,Green Bay Packers,Defensive Backs
1979,42,NFL,Green Bay Packers,Defensive Backs
1980,43,NFL,Cincinnati Bengals,Defensive Backs
1981,44,NFL,Cincinnati Bengals,Defensive Backs
1982,45,NFL,Cincinnati Bengals,Defensive Backs
1983,46,NFL,Cincinnati Bengals,Defensive Backs
1984,47,NFL,Cincinnati Bengals,Defensive Coordinator
1985,48,NFL,Cincinnati Bengals,Defensive Coordinator
1986,49,NFL,Cincinnati Bengals,Defensive Coordinator
1987,50,NFL,Cincinnati Bengals,Defensive Coordinator
1988,51,NFL,Cincinnati Bengals,Defensive Coordinator
1989,52,NFL,Cincinnati Bengals,Defensive Coordinator
1990,53,NFL,Cincinnati Bengals,Defensive Coordinator
1991,54,NFL,Cincinnati Bengals,Defensive Coordinator
1992,55,NFL,Pittsburgh Steelers,Defensive Backs
1993,56,NFL,Pittsburgh Steelers,Defensive Backs
1994,57,NFL,Pittsburgh Steelers,Defensive Backs
1995,58,NFL,Pittsburgh Steelers,Defensive Coordinator
1996,59,NFL,Pittsburgh Steelers,Defensive Coordinator
1997,60,NFL,Cincinnati Bengals,Defensive Coordinator
1998,61,NFL,Cincinnati Bengals,Defensive Coordinator
1999,62,NFL,Cincinnati Bengals,Defensive Coordinator
2000,63,NFL,Cincinnati Bengals,Defensive Coordinator/Interim HC
2001,64,NFL,Cincinnati Bengals,Head Coach
2002,65,NFL,Cincinnati Bengals,Head Coach
2003,66,NFL,Buffalo Bills,Assistant Head Coach
2004,67,NFL,Pittsburgh Steelers,Defensive Coordinator
2005,68,NFL,Pittsburgh Steelers,Defensive Coordinator
2006,69,NFL,Pittsburgh Steelers,Defensive Coordinator
2007,70,NFL,Pittsburgh Steelers,Defensive Coordinator
2008,71,NFL,Pittsburgh Steelers,Defensive Coordinator
2009,72,NFL,Pittsburgh Steelers,Defensive Coordinator
2010,73,NFL,Pittsburgh Steelers,Defensive Coordinator
2011,74,NFL,Pittsburgh Steelers,Defensive Coordinator
2012,75,NFL,Pittsburgh Steelers,Defensive Coordinator
2013,76,NFL,Pittsburgh Steelers,Defensive Coordinator
2014,77,NFL,Pittsburgh Steelers,Defensive Coordinator
2015,78,NFL,Tennessee Titans,Asst. HC/Defense
2016,79,NFL,Tennessee Titans,Asst. HC/Defensive Coordinator
2017,80,NFL,Tennessee Titans,Asst. HC/Defensive Coordinator
