Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1923,25,AKR,NFL,2,1,1,0,.500,2.7,1.4,1.3,,,,,16,
1924,26,AKR,NFL,8,2,6,0,.250,-6.8,-3.1,-3.7,,,,,13,
