Year,Age,Level,Employer,Role
1937,34,NFL,Pittsburgh Pirates,Assistant Coach
1938,35,NFL,Pittsburgh Pirates,Assistant Coach
1939,36,NFL,Pittsburgh Pirates,Head Coach
1940,37,NFL,Pittsburgh Steelers,Head Coach
1941,38,NFL,Pittsburgh Steelers,Head Coach
1942,39,NFL,Pittsburgh Steelers,Head Coach
1943,40,NFL,Phi/Pit Eagles/Steelers,Head Coach
1944,41,NFL,Chi/Pit Cards/Steelers,Head Coach
1945,42,NFL,Green Bay Packers,Line Coach
1946,43,NFL,Green Bay Packers,Line Coach
1947,44,NFL,Green Bay Packers,Line Coach
1948,45,NFL,Green Bay Packers,Line Coach
1949,46,NFL,Pittsburgh Steelers,Line Coach
1950,47,NFL,Pittsburgh Steelers,Line Coach
1951,48,NFL,Pittsburgh Steelers,Line Coach
1952,49,NFL,Pittsburgh Steelers,Line Coach
1953,50,NFL,Pittsburgh Steelers,Line Coach
1954,51,NFL,Pittsburgh Steelers,Head Coach
1955,52,NFL,Pittsburgh Steelers,Head Coach
1956,53,NFL,Pittsburgh Steelers,Head Coach
1957,54,NFL,Pittsburgh Steelers,Assistant Coach
1958,55,NFL,Pittsburgh Steelers,Assistant Coach
1959,56,NFL,Pittsburgh Steelers,Assistant Coach
1960,57,NFL,Pittsburgh Steelers,Assistant Coach
1961,58,NFL,Pittsburgh Steelers,Assistant Coach
