Year,Age,Level,Employer,Role
1920,27,College,Missouri,Head Coach
1921,28,College,Missouri,Head Coach
1922,29,College,Purdue,Head Coach
1923,30,College,Purdue,Head Coach
1924,31,College,Purdue,Head Coach
1925,32,College,Purdue,Head Coach
1926,33,College,Purdue,Head Coach
1927,34,College,Purdue,Head Coach
1928,35,College,Purdue,Head Coach
1929,36,College,Purdue,Head Coach
1930,37,College,Washington,Head Coach
1931,38,College,Washington,Head Coach
1932,39,College,Washington,Head Coach
1933,40,College,Washington,Head Coach
1934,41,College,Washington,Head Coach
1935,42,College,Washington,Head Coach
1936,43,College,Washington,Head Coach
1937,44,College,Washington,Head Coach
1938,45,College,Washington,Head Coach
1939,46,College,Washington,Head Coach
1940,47,College,Washington,Head Coach
1941,48,College,Washington,Head Coach
1942,49,College,St. Mary's (CA),Head Coach
1943,50,College,St. Mary's (CA),Head Coach
1944,51,College,St. Mary's (CA),Head Coach
1945,52,College,St. Mary's (CA),Head Coach
1946,53,College,St. Mary's (CA),Head Coach
1947,54,College,St. Mary's (CA),Head Coach
1948,55,AAFC,Los Angeles Dons,Head Coach
1949,56,AAFC,Los Angeles Dons,Head Coach
1951,58,NFL,New York Yanks,Head Coach
1952,59,NFL,Dallas Texans,Head Coach
