,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1948,55,Los Angeles Dons,AAFC,14,7,7,0,.500,-2.9,-4.6,1.7,,,,,3,
1,1949,56,Los Angeles Dons,AAFC,12,4,8,0,.333,-4.9,0.7,-5.6,,,,,5,
2,1951,58,New York Yanks,NFL,12,1,9,2,.100,-9.4,-0.9,-8.5,,,,,6,
3,1952,59,Dallas Texans,NFL,12,1,11,0,.083,-18.0,-6.0,-12.0,,,,,6,
