Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Passing Off,Yds Defense,TD Rushing Def,Int,NY/A,Yds Passing Def,Pts_2,TkA,Att_2,Yds_5,TD_2,Y/A_1,FR,Att_3,Yds_6,TD_3,Int_1,nY/A
1948,LAD,HC,8,3,6,6,7,6,6,6,8,8,7,7,5,2,5,3,4,8,6,4,4,6,5,3,5,4,4,5,8,4,6
1949,LAD,HC,7,5,5,5,7,5,3,3,4,4,3,2,1,5,6,6,6,6,7,6,5,6,5,5,5,3,4,7,7,4,6
1951,NYY,HC,12,12,7,12,12,7,8,3,11,11,8,9,1,2,4,6,10,7,12,12,9,7,12,12,11,9,10,12,11,5,12
1952,DTX,HC,12,12,11,12,12,12,11,11,12,10,4,7,11,5,11,11,11,12,12,12,3,7,12,10,12,5,3,8,12,3,10
