Year,Age,Level,Employer,Role
1959,34,NFL,Baltimore Colts,Defensive Line
1960,35,NFL,Baltimore Colts,Defensive Line
1961,36,NFL,Baltimore Colts,Defensive Line
1962,37,NFL,Baltimore Colts,Defensive Line
1963,38,NFL,Baltimore Colts,Offensive Line
1964,39,NFL,Baltimore Colts,Offensive Line
1965,40,NFL,Baltimore Colts,Offensive Line
1966,41,NFL,Baltimore Colts,Offensive Line
1967,42,NFL,Baltimore Colts,Offensive Line
1968,43,NFL,Baltimore Colts,Offensive Line
1969,44,NFL,Baltimore Colts,Offensive Line
1970,45,NFL,Baltimore Colts,Defensive Line
1971,46,NFL,Baltimore Colts,Defensive Line
1972,47,NFL,Baltimore Colts,Head Coach
1973,48,NFL,Philadelphia Eagles,Offensive Line
1974,49,NFL,Philadelphia Eagles,Offensive Line
1975,50,NFL,Philadelphia Eagles,Offensive Line
1976,51,NFL,Miami Dolphins,Offensive Line
1977,52,NFL,Miami Dolphins,Offensive Line
1978,53,NFL,Miami Dolphins,Offensive Line
1979,54,NFL,Miami Dolphins,Offensive Line
1980,55,NFL,Miami Dolphins,Offensive Line
1981,56,NFL,Miami Dolphins,Offensive Line
1982,57,NFL,Miami Dolphins,Offensive Line
1983,58,NFL,Miami Dolphins,Offensive Line
1984,59,NFL,Miami Dolphins,Offensive Line
1985,60,NFL,Miami Dolphins,Offensive Line
1986,61,NFL,Miami Dolphins,Offensive Line
1987,62,NFL,Miami Dolphins,Offensive Line
1988,63,NFL,Miami Dolphins,Offensive Line
1989,64,NFL,Miami Dolphins,Asst. HC/Offensive Line
1990,65,NFL,Miami Dolphins,Asst. HC/Offensive Line
1991,66,NFL,Miami Dolphins,Asst. HC/Offensive Line
1992,67,NFL,Miami Dolphins,Asst. HC/Offensive Line
1993,68,NFL,Miami Dolphins,Asst. HC/Offensive Line
1994,69,NFL,Miami Dolphins,Asst. HC/Offensive Line
