Year,Age,Level,Employer,Role
1937,29,NFL,Chicago Cardinals,Assistant Coach
1938,30,NFL,Chicago Cardinals,Assistant Coach
1939,31,NFL,Chicago Cardinals,Assistant Coach
1940,32,NFL,Chicago Cardinals,Assistant Coach
1941,33,NFL,Chicago Cardinals,Assistant Coach
1942,34,NFL,Chicago Cardinals,Assistant Coach
1943,35,NFL,Chicago Cardinals,Head Coach
1944,36,NFL,Chi/Pit Cards/Steelers,Head Coach
1945,37,NFL,Chicago Cardinals,Head Coach
1946,38,NFL,Chicago Cardinals,Line Coach
1947,39,NFL,Chicago Cardinals,Line Coach
1948,40,NFL,Chicago Cardinals,Line Coach
1949,41,NFL,Chicago Cardinals,Head Coach
1950,42,NFL,Chicago Cardinals,Line Coach
1951,43,NFL,Chicago Cardinals,Head Coach
1952,44,NFL,Chicago Bears,Line Coach
1953,45,NFL,Chicago Bears,Line Coach
1954,46,NFL,Chicago Bears,Line Coach
1955,47,NFL,Chicago Bears,Line Coach
1956,48,NFL,Chicago Bears,Line Coach
1957,49,NFL,Chicago Bears,Line Coach
1958,50,NFL,Chicago Bears,Line Coach
1959,51,NFL,Chicago Bears,Line Coach
1960,52,NFL,Chicago Bears,Offensive Line
1961,53,NFL,Chicago Bears,Offensive Line
1962,54,NFL,Chicago Bears,Offensive Line
1963,55,NFL,Chicago Bears,Offensive Line
1964,56,NFL,Chicago Bears,Offensive Line
1965,57,NFL,Chicago Bears,Defensive Line
1966,58,NFL,Chicago Bears,Defensive Line
1967,59,NFL,Chicago Bears,Defensive Line
