,Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
0,1943,35,Chicago Cardinals,NFL,10,0,10,0,.000,-10.4,-9.1,-1.4,,,,,4,
1,1944,36,Chi/Pit Cards/Steelers,NFL,10,0,10,0,.000,-17.9,-5.5,-12.3,,,,,5,co-coach with Walt Kiesling
2,1945,37,Chicago Cardinals,NFL,10,1,9,0,.100,-8.2,-7.0,-1.2,,,,,5,
3,1949,41,Chicago Cardinals,NFL,6,2,4,0,.333,4.7,7.8,-3.1,,,,,3,co-coach with Buddy Parker
4,1951,43,Chicago Cardinals,NFL,2,1,1,0,.500,-3.9,-1.9,-1.9,,,,,6,co-coach with Cecil Isbell
