,Year,Tm,Role,Tms,WL%,T/G,Pts±,Yds±,Yds,Pts,GvA,Att,Yds Rushing Off,TD,Y/A,FL,Att Rushing Off,Yds Rushing Off Passing Off,TD Passing Off,Int,NY/A,Yds Passing Off,Pts Passing Off,TkA,Att Passing Off,Yds Passing Off Defense,TD Defense,Y/A Defense,FR,Att Defense,Yds Defense,TD Defense Rushing Def,Int Rushing Def,nY/A
0,1975,GNB,HC,26,18,14,17,19,23,20,16,25,26,13,24,11,10,18,21,16,22,16,13,8,25,22,9,19,1,10,10,5,22,13
1,1976,GNB,HC,28,18,26,20,21,26,23,26,20,24,11,27,24,18,21,21,23,24,14,21,24,20,20,20,19,17,10,5,9,22,7
2,1977,GNB,HC,28,23,19,22,24,27,27,8,23,27,25,27,2,18,22,26,13,20,18,10,27,24,24,22,19,23,6,5,3,24,7
3,1978,GNB,HC,28,13,8,18,26,24,22,19,19,24,12,21,26,27,23,24,8,18,19,8,4,23,22,19,16,7,27,16,12,7,6
4,1979,GNB,HC,28,23,26,21,26,25,25,23,24,21,20,19,27,17,16,23,12,17,23,13,25,28,28,8,27,22,8,13,15,20,15
5,1980,GNB,HC,28,22,28,26,24,14,28,20,18,22,20,26,6,9,8,23,27,13,25,22,27,24,24,21,22,13,9,23,9,27,27
6,1981,GNB,HC,28,13,4,17,19,23,14,15,22,26,21,27,9,10,14,10,20,22,9,20,1,21,19,26,11,2,14,10,10,3,9
7,1982,GNB,HC,28,9,22,8,10,12,5,23,13,12,6,12,22,19,14,9,21,10,8,11,12,15,6,17,5,7,25,12,5,14,5
8,1983,GNB,HC,28,13,26,14,19,2,5,26,23,21,17,16,12,11,2,1,27,1,28,26,24,27,26,28,24,27,19,24,9,22,27
