Year,Age,Tm,Lg,G,W,L,T,W-L%,SRS,OSRS,DSRS,G plyf,W plyf,L plyf,W-L% Playoffs,Rank,Notes
1975,41,GNB,NFL,14,4,10,0,.286,-4.2,-3.3,-0.9,,,,,4,
1976,42,GNB,NFL,14,5,9,0,.357,-4.5,-2.5,-2.0,,,,,4,
1977,43,GNB,NFL,14,4,10,0,.286,-8.7,-9.1,0.4,,,,,4,
1978,44,GNB,NFL,16,8,7,1,.531,-0.6,-2.2,1.6,,,,,2,
1979,45,GNB,NFL,16,5,11,0,.313,-6.8,-5.3,-1.6,,,,,4,
1980,46,GNB,NFL,16,5,10,1,.344,-9.0,-5.8,-3.2,,,,,5,
1981,47,GNB,NFL,16,8,8,0,.500,-1.7,0.7,-2.3,,,,,3,
1982,48,GNB,NFL,9,5,3,1,.611,6.2,4.6,1.5,2,1,1,.500,1,
1983,49,GNB,NFL,16,8,8,0,.500,-1.9,5.2,-7.1,,,,,2,
