Year,Age,Level,Employer,Role
1972,38,NFL,Green Bay Packers,Quarterbacks
1975,41,NFL,Green Bay Packers,Head Coach
1976,42,NFL,Green Bay Packers,Head Coach
1977,43,NFL,Green Bay Packers,Head Coach
1978,44,NFL,Green Bay Packers,Head Coach
1979,45,NFL,Green Bay Packers,Head Coach
1980,46,NFL,Green Bay Packers,Head Coach
1981,47,NFL,Green Bay Packers,Head Coach
1982,48,NFL,Green Bay Packers,Head Coach
1983,49,NFL,Green Bay Packers,Head Coach
